event_id,offer_id,bp_player_id,player,normalized_player,bp_player_team,market,open_line,open_over,open_under,open_book,open_book_under,open_created_over,open_created_under,forecast_at,tip_at,pair_skew_seconds,date,season,season_type,event_home,event_away,open_booksum,open_coherent,rejection_reasons,p_open,game_id,athlete_id,team_id,opponent_team_id,home,matched,void,match_reason,actual,game_date,incumbent_mean,incumbent_median,incumbent_p10,incumbent_p90,incumbent_p_over,incumbent_p_under,incumbent_p_push,incumbent_p_over_nonpush,box_ridge_mean,box_ridge_median,box_ridge_p10,box_ridge_p90,box_ridge_p_over,box_ridge_p_under,box_ridge_p_push,box_ridge_p_over_nonpush,rich_ridge_mean,rich_ridge_median,rich_ridge_p10,rich_ridge_p90,rich_ridge_p_over,rich_ridge_p_under,rich_ridge_p_push,rich_ridge_p_over_nonpush,rich_boost_mean,rich_boost_median,rich_boost_p10,rich_boost_p90,rich_boost_p_over,rich_boost_p_under,rich_boost_p_push,rich_boost_p_over_nonpush
2146,281bad26-028b-4b99-a49a-0a08d461930d,191,Emily Engstler,emilyengstler,PDX,points,9.5,-110.0,-118.0,10,10,2025-05-16 02:12:07+00:00,2025-05-16 02:12:07+00:00,2025-05-16 02:12:07+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0650939274792486,True,,0.4909754767731684,401736112,4398729,16,20,1,True,False,matched,5.0,2025-05-16,7.664601933411799,7.0,2.0,15.0,0.3015168707674258,0.6984831292325743,0.0,0.3015168707674258,7.675811106302029,7.0,2.0,15.0,0.30197087035589915,0.6980291296441009,0.0,0.30197087035589915,7.623159906916532,7.0,2.0,15.0,0.29844516421495854,0.7015548357850415,0.0,0.29844516421495854,7.666777983324676,7.0,2.0,15.0,0.30134988723292866,0.6986501127670715,0.0,0.30134988723292866
2146,4b04f15f-0d91-40ed-bbb9-38ee89212cb2,15,Rhyne Howard,rhynehoward,ATL,points,17.5,-130.0,100.0,19,19,2025-05-14 15:10:14+00:00,2025-05-14 15:10:14+00:00,2025-05-14 15:10:14+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.065217391304348,True,,0.5336835053940976,401736112,4398674,20,16,0,True,False,matched,11.0,2025-05-16,16.994405596724675,15.0,5.0,32.0,0.3992923993106003,0.6007076006893997,0.0,0.3992923993106003,17.070998505686624,15.0,5.0,32.0,0.40353764088123834,0.5964623591187617,0.0,0.40353764088123834,16.785642677853023,15.0,5.0,32.0,0.3935609277439707,0.6064390722560293,0.0,0.3935609277439707,16.40915557652712,14.0,5.0,31.0,0.3804806914880818,0.6195193085119182,0.0,0.3804806914880818
2146,67e48f22-18c1-4ddb-92f1-9d7c08e8eb56,1,Allisha Gray,allishagray,ATL,points,14.5,-114.0,-114.0,10,10,2025-05-14 20:07:38+00:00,2025-05-14 20:07:38+00:00,2025-05-14 20:07:38+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0654205607476634,True,,0.5000000000000001,401736112,3058901,20,16,0,True,False,matched,25.0,2025-05-16,15.032237342870587,13.0,4.0,29.0,0.43644090554925463,0.5635590944507454,0.0,0.43644090554925463,14.428366197449526,12.0,4.0,27.0,0.4151161001907651,0.5848838998092348,0.0,0.4151161001907651,14.613352972324057,13.0,4.0,28.0,0.4223380626645636,0.5776619373354364,0.0,0.4223380626645636,14.411242366925409,12.0,4.0,27.0,0.41449501872586053,0.5855049812741394,0.0,0.41449501872586053
2146,8fdae20f-f6f2-4f29-8967-c34ea7d7deb1,149,Sug Sutton,sugsutton,DAL,points,6.5,-115.0,-115.0,49,49,2025-05-16 18:49:17+00:00,2025-05-16 18:49:17+00:00,2025-05-16 18:49:17+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0697674418604652,True,,0.5,401736112,4068159,16,20,1,True,False,matched,13.0,2025-05-16,2.019661456543225,2.0,0.0,5.0,0.029895034960954556,0.9701049650390455,0.0,0.029895034960954556,1.3051256234372464,1.0,0.0,3.0,0.005380595582499789,0.9946194044175002,0.0,0.005380595582499789,1.2837074627133138,1.0,0.0,3.0,0.005040037960335514,0.9949599620396645,0.0,0.005040037960335514,1.970693099424203,2.0,0.0,4.0,0.026342448862942788,0.9736575511370572,0.0,0.026342448862942788
2146,92af2fcb-5b9a-41ab-addc-f50c20376362,182,Brittney Sykes,brittneysykes,TOR,points,17.5,105.0,-150.0,33,33,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0878048780487806,True,,0.44129415758498114,401736112,2988756,16,20,1,True,False,matched,22.0,2025-05-16,12.655964547576188,11.0,3.0,24.0,0.23938584688932488,0.7606141531106752,0.0,0.23938584688932488,11.770005519861796,10.0,3.0,22.0,0.20249598948378786,0.7975040105162121,0.0,0.20249598948378786,11.74319450805097,10.0,3.0,22.0,0.20161172127086696,0.798388278729133,0.0,0.20161172127086696,12.565550106855385,11.0,3.0,24.0,0.2340310118019765,0.7659689881980235,0.0,0.2340310118019765
2146,b01a5415-9060-48fd-8680-115c69fe56a5,170,Jade Melbourne,jademelbourne,SEA,points,8.5,-113.0,-115.0,10,10,2025-05-16 02:12:06+00:00,2025-05-16 02:12:06+00:00,2025-05-16 02:12:06+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0654001528551151,True,,0.49774423259931944,401736112,5017726,16,20,1,True,False,matched,11.0,2025-05-16,5.3673372433633535,5.0,1.0,11.0,0.19072556284145356,0.8092744371585465,0.0,0.19072556284145356,5.0557898657293165,4.0,1.0,10.0,0.16525860937401307,0.834741390625987,0.0,0.16525860937401307,5.117627607330678,4.0,1.0,10.0,0.17007120493004815,0.8299287950699519,0.0,0.17007120493004815,5.6238643792711525,5.0,1.0,11.0,0.20846854939587126,0.7915314506041287,0.0,0.20846854939587126
2146,f29250fc-dfe8-4996-81bb-6306605274d8,189,Stefanie Dolson,stefaniedolson,SEA,points,9.5,120.0,-170.0,33,33,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0841750841750841,True,,0.40856326639475826,401736112,2529183,16,20,1,True,False,matched,6.0,2025-05-16,7.9665618870871215,7.0,2.0,16.0,0.3213528344693485,0.6786471655306514,0.0,0.3213528344693485,7.476439160176105,6.0,2.0,15.0,0.288458845256368,0.7115411547436319,0.0,0.288458845256368,7.416481467117673,6.0,2.0,15.0,0.28441932709298223,0.7155806729070179,0.0,0.28441932709298223,7.53926488335358,6.0,2.0,15.0,0.29271374544258,0.70728625455742,0.0,0.29271374544258
2146,00d3fa5e-15fd-4485-a171-95f067d5a8d9,15,Rhyne Howard,rhynehoward,ATL,rebounds,4.5,102.0,-136.0,10,10,2025-05-14 20:07:38+00:00,2025-05-14 20:07:38+00:00,2025-05-14 20:07:38+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.071320691391173,True,,0.4579067075572801,401736112,4398674,20,16,0,True,False,matched,2.0,2025-05-16,4.302649823402139,4.0,1.0,8.0,0.4165014154688763,0.5834985845311238,0.0,0.4165014154688763,4.4066552859312615,4.0,1.0,8.0,0.43422317140106964,0.5657768285989304,0.0,0.43422317140106964,4.462368095173477,4.0,1.0,8.0,0.44295934837301315,0.5570406516269869,0.0,0.44295934837301315,4.24481975180134,4.0,1.0,8.0,0.40827968405930054,0.5917203159406995,0.0,0.40827968405930054
2146,0b06fe48-a69f-4903-bd22-2d5f5c2edd96,182,Brittney Sykes,brittneysykes,TOR,rebounds,4.5,-110.0,-130.0,33,33,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-15 09:53:20+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0890269151138718,True,,0.47832076753442404,401736112,2988756,16,20,1,True,False,matched,3.0,2025-05-16,4.170107425188237,4.0,1.0,8.0,0.39574872107079606,0.6042512789292038,0.0,0.39574872107079606,3.844368890720499,4.0,1.0,7.0,0.3435829842987506,0.6564170157012494,0.0,0.3435829842987506,3.7239867834084404,3.0,1.0,7.0,0.32368578528169717,0.6763142147183028,0.0,0.32368578528169717,4.073783426125028,4.0,1.0,7.0,0.380921344309861,0.6190786556901389,0.0,0.380921344309861
2146,4f4afef5-b499-4109-b534-94c2d3a69d05,196,Shakira Austin,shakiraaustin,WAS,rebounds,6.5,-105.0,-135.0,49,49,2025-05-16 15:06:48+00:00,2025-05-16 15:06:48+00:00,2025-05-16 15:06:48+00:00,2025-05-16 23:30:00+00:00,0.0,2025-05-16,2025,REG,WAS,ATL,1.0866632070576026,True,,0.46744138600370294,401736112,4398911,16,20,1,True,True,did_not_play,,2025-05-16,6.250841843293828,6.0,2.0,11.0,0.4201425623866824,0.5798574376133174,0.0,0.4201425623866824,5.860266299191885,5.0,2.0,10.0,0.3728743697122091,0.6271256302877909,0.0,0.3728743697122091,5.722462359835073,5.0,2.0,10.0,0.3554332589104342,0.6445667410895658,0.0,0.3554332589104342,5.830311187141129,5.0,2.0,10.0,0.3690518569604888,0.6309481430395113,0.0,0.3690518569604888
