date,cum_units
2021-04-17,950.2800000000004
2021-04-18,954.4100000000004
2021-04-19,961.2000000000004
2021-04-20,950.6300000000003
2021-04-21,954.8000000000003
2021-04-22,951.3900000000003
2021-04-23,954.8200000000003
2021-04-24,967.8800000000002
2021-04-25,966.3300000000003
2021-04-26,972.3000000000003
2021-04-27,976.3700000000003
2021-04-28,975.7300000000004
2021-04-29,973.4300000000004
2021-04-30,982.7700000000004
2021-05-01,969.8200000000004
2021-05-02,976.3500000000004
2021-05-03,974.1500000000003
2021-05-04,976.6500000000003
2021-05-05,977.8300000000003
2021-05-06,978.3900000000002
2021-05-07,977.9500000000002
2021-05-08,993.5800000000002
2021-05-09,989.2400000000001
2021-05-10,985.6200000000001
2021-05-11,987.9400000000002
2021-05-12,976.1500000000002
2021-05-13,970.3200000000002
2021-05-14,971.0700000000002
2021-05-15,976.1900000000002
2021-05-16,959.7000000000002
2021-05-17,955.7000000000002
2021-05-18,963.6000000000001
2021-05-19,959.0800000000002
2021-05-20,959.1400000000001
2021-05-21,958.1400000000001
2021-05-22,964.5800000000002
2021-05-23,950.8100000000002
2021-05-24,950.9900000000001
2021-05-25,949.9900000000001
2021-05-29,954.2400000000001
2021-05-30,953.3700000000001
2021-07-23,955.0200000000001
2021-07-24,958.8000000000001
2021-07-25,963.2600000000001
2021-07-26,965.7300000000001
2021-07-27,966.9300000000002
2021-07-30,971.4300000000002
2021-07-31,971.9400000000002
2021-08-01,978.1300000000002
2021-08-06,978.4600000000003
2021-08-07,973.3900000000002
2021-08-08,978.0300000000002
2021-08-13,974.0500000000002
2021-08-14,956.9400000000002
2021-08-15,967.7900000000002
2021-08-16,968.3200000000002
2021-08-17,968.8000000000002
2021-08-18,976.8200000000002
2021-08-20,974.1200000000001
2021-08-21,972.2400000000001
2021-08-22,984.8700000000001
2021-08-23,983.8900000000001
2021-08-24,982.8900000000001
2021-08-25,981.8900000000001
2021-08-27,979.2600000000001
2021-08-28,1003.8100000000001
2021-08-29,1000.71
2021-08-30,995.7900000000001
2021-09-03,994.7900000000001
2021-09-04,991.1500000000001
2021-09-05,994.1600000000001
2021-09-06,997.6600000000001
2021-09-10,995.2800000000001
2021-09-11,988.1000000000001
2021-09-12,984.9900000000001
2021-09-13,981.8600000000001
2021-09-14,984.2500000000001
2021-09-15,984.9100000000001
2021-09-17,981.21
2021-09-18,995.0400000000001
2021-09-19,1007.1800000000001
2021-09-20,1010.1200000000001
2021-09-21,1016.6000000000001
2021-09-22,1018.1200000000001
2021-09-23,1015.1200000000001
2021-09-24,1012.0700000000002
2021-09-25,1016.3100000000002
2021-09-26,1020.2600000000002
2021-09-27,1029.4100000000003
2021-09-28,1032.6900000000003
2021-09-29,1030.0900000000004
2021-10-01,1021.2700000000003
2021-10-02,1026.0300000000004
2021-10-03,1043.8200000000004
2021-10-04,1044.9200000000003
2021-10-05,1045.6200000000003
2021-10-08,1044.6200000000003
2021-10-09,1044.1700000000003
2021-10-10,1042.4700000000003
2021-10-11,1043.6500000000003
2021-10-15,1045.2900000000004
2021-10-16,1033.2100000000005
2021-10-17,1033.5600000000004
2021-10-18,1035.4200000000003
2021-10-19,1032.7900000000002
2021-10-20,1033.41
2021-10-21,1032.41
2021-10-22,1029.8200000000002
2021-10-23,1020.0300000000002
2021-10-24,1036.4800000000002
2021-10-25,1038.9300000000003
2021-10-26,1029.8900000000003
2021-10-27,1034.3100000000004
2021-10-28,1034.3100000000004
2021-10-29,1034.6800000000003
2021-10-30,1036.3500000000004
2021-10-31,1038.9600000000003
2021-11-01,1043.9900000000002
2021-11-02,1041.6400000000003
2021-11-03,1042.7700000000004
2021-11-04,1045.5500000000004
2021-11-05,1050.0700000000004
2021-11-06,1053.1900000000003
2021-11-07,1060.9600000000003
2021-11-12,1059.9600000000003
2021-11-13,1069.9400000000003
2021-11-14,1067.9400000000003
2021-11-15,1066.9400000000003
2021-11-19,1083.3400000000004
2021-11-20,1081.0500000000004
2021-11-21,1078.9300000000005
2021-11-22,1069.9300000000005
2021-11-23,1070.8500000000006
2021-11-24,1072.8800000000006
2021-11-26,1080.2700000000007
2021-11-27,1076.8600000000006
2021-11-28,1068.3000000000006
2021-11-29,1066.3000000000006
2021-11-30,1065.2600000000007
2021-12-01,1059.6100000000006
2021-12-02,1061.8100000000006
2021-12-03,1058.7800000000007
2021-12-04,1050.9200000000008
2021-12-05,1054.1500000000008
2021-12-06,1051.5100000000007
2021-12-07,1049.3900000000008
2021-12-08,1047.3900000000008
2021-12-10,1046.6400000000008
2021-12-11,1044.2200000000007
2021-12-12,1033.1000000000008
2021-12-13,1029.1000000000008
2021-12-14,1023.5100000000008
2021-12-15,1021.0100000000008
2021-12-16,1022.5100000000008
2021-12-17,1022.7200000000008
2021-12-18,1020.0100000000008
2021-12-19,1029.3100000000009
2021-12-20,1031.7800000000009
2021-12-21,1039.960000000001
2021-12-22,1039.850000000001
2021-12-25,1041.430000000001
2021-12-26,1049.7900000000009
2021-12-27,1050.770000000001
2021-12-28,1054.8000000000009
2021-12-29,1052.980000000001
2021-12-30,1049.980000000001
2021-12-31,1050.110000000001
2022-01-01,1044.9900000000011
2022-01-02,1057.360000000001
2022-01-03,1067.9900000000011
2022-01-04,1064.9900000000011
2022-01-05,1063.9900000000011
2022-01-06,1066.4800000000012
2022-01-07,1074.040000000001
2022-01-08,1094.030000000001
2022-01-09,1094.4600000000012
2022-01-10,1092.4600000000012
2022-01-11,1093.030000000001
2022-01-12,1092.030000000001
2022-01-13,1091.7400000000011
2022-01-14,1092.840000000001
2022-01-15,1088.2400000000011
2022-01-16,1089.360000000001
2022-01-17,1090.660000000001
2022-01-18,1089.360000000001
2022-01-19,1090.410000000001
2022-01-20,1087.410000000001
2022-01-21,1093.2800000000009
2022-01-22,1091.950000000001
2022-01-23,1075.880000000001
2022-01-24,1074.470000000001
2022-01-25,1073.730000000001
2022-01-26,1071.3500000000008
2022-01-27,1074.270000000001
2022-01-28,1072.270000000001
2022-01-29,1067.450000000001
2022-01-30,1075.0400000000009
2022-01-31,1076.3800000000008
2022-02-01,1074.3600000000008
2022-02-02,1086.240000000001
2022-02-04,1080.3500000000008
2022-02-05,1083.260000000001
2022-02-06,1079.3500000000008
2022-02-07,1079.9700000000007
2022-02-08,1076.3400000000006
2022-02-09,1085.5300000000007
2022-02-10,1085.1000000000006
2022-02-11,1084.3500000000006
2022-02-12,1108.3400000000006
2022-02-13,1123.9600000000005
2022-02-14,1119.9700000000005
2022-02-15,1112.5500000000004
2022-02-16,1113.8300000000004
2022-02-18,1123.6300000000003
2022-02-19,1142.2600000000004
2022-02-20,1139.8500000000004
2022-02-21,1140.4300000000003
2022-02-22,1136.9500000000003
2022-02-23,1131.6900000000003
2022-02-24,1130.6900000000003
2022-02-25,1127.8900000000003
2022-02-26,1118.0700000000004
2022-02-27,1108.5100000000004
2022-02-28,1105.6100000000004
2022-03-01,1115.5700000000004
2022-03-02,1115.7800000000004
2022-03-04,1114.1600000000005
2022-03-05,1106.9300000000005
2022-03-06,1110.1600000000005
2022-03-07,1108.1600000000005
2022-03-08,1110.9600000000005
2022-03-09,1112.6100000000006
2022-03-10,1111.9300000000005
2022-03-11,1112.8400000000006
2022-03-12,1117.9500000000005
2022-03-13,1111.6500000000005
2022-03-14,1108.6500000000005
2022-03-15,1109.9700000000005
2022-03-16,1105.8800000000006
2022-03-17,1104.8800000000006
2022-03-18,1111.8600000000006
2022-03-19,1100.9100000000005
2022-03-20,1110.7200000000005
2022-03-21,1110.7700000000004
2022-03-22,1114.8600000000004
2022-03-25,1117.2000000000003
2022-03-26,1120.9500000000003
2022-03-27,1118.9500000000003
2022-03-29,1120.0600000000002
2022-04-01,1117.5600000000002
2022-04-02,1126.4800000000002
2022-04-03,1131.3200000000002
2022-04-04,1131.0100000000002
2022-04-05,1132.0400000000002
2022-04-06,1137.14
2022-04-08,1134.5400000000002
2022-04-09,1141.5900000000001
2022-04-10,1146.0000000000002
2022-04-11,1148.6600000000003
2022-04-15,1152.0600000000004
2022-04-16,1138.8500000000004
2022-04-17,1134.8800000000003
2022-04-18,1139.5400000000004
2022-04-19,1146.7300000000005
2022-04-20,1146.3100000000004
2022-04-21,1146.4600000000005
2022-04-22,1142.7400000000005
2022-04-23,1149.6800000000005
2022-04-24,1151.7900000000004
2022-04-25,1156.8700000000003
2022-04-26,1157.2100000000003
2022-04-27,1156.2100000000003
2022-04-29,1157.4000000000003
2022-04-30,1165.8400000000004
2022-05-01,1167.7300000000005
2022-05-02,1172.1800000000005
2022-05-03,1171.1800000000005
2022-05-05,1170.1800000000005
2022-05-06,1169.1800000000005
2022-05-07,1170.6000000000006
2022-05-08,1188.7600000000007
2022-05-09,1191.0600000000006
2022-05-10,1192.0200000000007
2022-05-11,1186.7700000000007
2022-05-12,1185.3200000000006
2022-05-13,1186.0100000000007
2022-05-14,1186.6100000000006
2022-05-15,1189.4500000000005
2022-05-16,1191.1100000000006
2022-05-17,1189.1100000000006
2022-05-20,1188.1300000000006
2022-05-21,1199.0100000000007
2022-05-22,1197.3000000000006
2022-05-27,1198.1300000000006
2022-05-28,1199.3000000000006
2022-05-29,1207.5500000000006
2022-07-16,1204.5500000000006
2022-07-17,1206.4300000000007
2022-07-22,1205.4300000000007
2022-07-23,1207.9800000000007
2022-07-24,1215.3800000000008
2022-07-29,1217.8400000000008
2022-07-30,1213.490000000001
2022-07-31,1212.490000000001
2022-08-01,1210.490000000001
2022-08-05,1208.0400000000009
2022-08-06,1193.6200000000008
2022-08-07,1208.2900000000009
2022-08-08,1208.920000000001
2022-08-12,1204.920000000001
2022-08-13,1199.120000000001
2022-08-14,1195.700000000001
2022-08-15,1191.610000000001
2022-08-16,1199.2700000000011
2022-08-19,1197.590000000001
2022-08-20,1211.310000000001
2022-08-21,1204.2300000000012
2022-08-22,1205.5200000000011
2022-08-26,1201.5100000000011
2022-08-27,1197.330000000001
2022-08-28,1213.540000000001
2022-08-29,1210.2500000000011
2022-08-30,1202.6300000000012
2022-08-31,1193.5000000000011
2022-09-01,1192.5000000000011
2022-09-02,1192.8800000000012
2022-09-03,1204.8400000000013
2022-09-04,1211.4000000000012
2022-09-05,1214.4900000000011
2022-09-07,1218.3900000000012
2022-09-09,1218.5000000000011
2022-09-10,1214.6600000000012
2022-09-11,1211.4200000000012
2022-09-12,1208.530000000001
2022-09-13,1209.330000000001
2022-09-14,1211.130000000001
2022-09-16,1214.900000000001
2022-09-17,1223.290000000001
2022-09-18,1223.030000000001
2022-09-19,1222.030000000001
2022-09-24,1224.560000000001
2022-09-25,1222.560000000001
2022-09-26,1220.560000000001
2022-09-30,1219.410000000001
2022-10-01,1225.310000000001
2022-10-02,1223.870000000001
2022-10-03,1223.570000000001
2022-10-04,1224.5200000000011
2022-10-05,1227.1700000000012
2022-10-07,1224.4200000000012
2022-10-08,1220.1900000000012
2022-10-09,1217.6100000000013
2022-10-10,1215.8300000000013
2022-10-11,1211.8300000000013
2022-10-12,1209.1800000000012
2022-10-13,1206.1800000000012
2022-10-14,1208.7000000000012
2022-10-15,1215.1300000000012
2022-10-16,1214.6000000000013
2022-10-17,1218.5300000000013
2022-10-18,1218.2300000000014
2022-10-19,1216.0700000000013
2022-10-20,1214.8800000000012
2022-10-21,1216.1400000000012
2022-10-22,1224.4300000000012
2022-10-23,1217.030000000001
2022-10-24,1211.540000000001
2022-10-25,1210.4600000000012
2022-10-26,1209.4600000000012
2022-10-28,1211.2200000000012
2022-10-29,1197.9700000000012
2022-10-30,1203.7400000000011
2022-10-31,1197.7400000000011
2022-11-01,1195.280000000001
2022-11-02,1196.5200000000011
2022-11-03,1200.120000000001
2022-11-04,1195.840000000001
2022-11-05,1199.380000000001
2022-11-06,1204.070000000001
2022-11-07,1210.9500000000012
2022-11-08,1213.9300000000012
2022-11-09,1211.7300000000012
2022-11-10,1210.1300000000012
2022-11-11,1213.0600000000013
2022-11-12,1214.8900000000012
2022-11-13,1228.1700000000012
2022-11-14,1226.1700000000012
2022-11-18,1225.1700000000012
2022-11-19,1226.3700000000013
2022-11-20,1228.8500000000013
2022-11-21,1227.8500000000013
2022-11-25,1226.8500000000013
2022-11-26,1223.1000000000013
2022-11-27,1226.4200000000012
2022-11-28,1225.4200000000012
2022-12-02,1225.9200000000012
2022-12-03,1228.4200000000012
2022-12-04,1231.4600000000012
2022-12-05,1230.4600000000012
2022-12-06,1232.6600000000012
2022-12-07,1231.3100000000013
2022-12-08,1225.7500000000014
2022-12-10,1227.8500000000013
2022-12-11,1234.9400000000012
2022-12-12,1235.4400000000012
2022-12-16,1236.5100000000011
2022-12-17,1233.2400000000011
2022-12-18,1237.290000000001
2022-12-19,1235.290000000001
2022-12-20,1234.290000000001
2022-12-21,1231.290000000001
2022-12-22,1232.090000000001
2022-12-23,1234.580000000001
2022-12-24,1235.350000000001
2022-12-25,1236.310000000001
2022-12-26,1229.890000000001
2022-12-27,1229.170000000001
2022-12-28,1224.170000000001
2022-12-29,1225.830000000001
2022-12-30,1223.7100000000012
2022-12-31,1227.7100000000012
2023-01-01,1229.530000000001
2023-01-02,1235.900000000001
2023-01-03,1239.190000000001
2023-01-04,1241.170000000001
2023-01-05,1241.560000000001
2023-01-06,1238.830000000001
2023-01-07,1237.2100000000012
2023-01-08,1239.2600000000011
2023-01-09,1242.4300000000012
2023-01-10,1255.9000000000012
2023-01-11,1259.6200000000013
2023-01-13,1253.6200000000013
2023-01-14,1238.7800000000013
2023-01-15,1231.6700000000014
2023-01-16,1231.9300000000014
2023-01-20,1228.9300000000014
2023-01-21,1220.8400000000015
2023-01-22,1214.5400000000016
2023-01-23,1228.7500000000016
2023-01-24,1230.3500000000015
2023-01-25,1229.5500000000015
2023-01-26,1228.5500000000015
2023-01-27,1223.5500000000015
2023-01-28,1232.9200000000014
2023-01-29,1243.3200000000015
2023-01-30,1248.3700000000015
2023-01-31,1241.7700000000016
2023-02-01,1239.5800000000015
2023-02-03,1236.2100000000016
2023-02-04,1230.0100000000016
2023-02-05,1234.4600000000016
2023-02-06,1235.3900000000017
2023-02-07,1235.9400000000016
2023-02-10,1228.9400000000016
2023-02-11,1239.5800000000017
2023-02-12,1239.1400000000017
2023-02-13,1240.3500000000017
2023-02-14,1237.5500000000018
2023-02-15,1235.7800000000018
2023-02-17,1229.7800000000018
2023-02-18,1240.1500000000017
2023-02-19,1231.6400000000017
2023-02-20,1231.8400000000017
2023-02-21,1229.0900000000017
2023-02-24,1231.2200000000018
2023-02-25,1233.8300000000017
2023-02-26,1232.5800000000017
2023-02-27,1231.5800000000017
2023-02-28,1231.0300000000018
2023-03-01,1230.2800000000018
2023-03-03,1233.3300000000017
2023-03-04,1233.2200000000018
2023-03-05,1228.400000000002
2023-03-06,1228.160000000002
2023-03-07,1228.0300000000018
2023-03-10,1228.8600000000017
2023-03-11,1234.5500000000018
2023-03-12,1236.2900000000018
2023-03-13,1240.4100000000017
2023-03-14,1236.4100000000017
2023-03-15,1235.4100000000017
2023-03-17,1235.8300000000017
2023-03-18,1249.0800000000017
2023-03-19,1241.4400000000016
2023-03-20,1240.4400000000016
2023-03-21,1239.2700000000016
2023-03-22,1238.2700000000016
2023-03-24,1237.7700000000016
2023-03-25,1240.0400000000016
2023-03-26,1243.4900000000016
2023-03-28,1244.4000000000017
2023-03-31,1248.5200000000016
2023-04-01,1267.2300000000016
2023-04-02,1276.4500000000016
2023-04-03,1277.2900000000016
2023-04-04,1275.9000000000015
2023-04-05,1273.1500000000015
2023-04-07,1274.3300000000015
2023-04-08,1271.9400000000014
2023-04-09,1277.7800000000013
2023-04-10,1288.8900000000012
2023-04-11,1288.1200000000013
2023-04-12,1287.1200000000013
2023-04-14,1288.5700000000013
2023-04-15,1289.8900000000012
2023-04-16,1290.0500000000013
2023-04-17,1291.7900000000013
2023-04-18,1296.1800000000014
2023-04-19,1294.1800000000014
2023-04-20,1295.2200000000014
2023-04-21,1297.0900000000013
2023-04-22,1312.5500000000013
2023-04-23,1307.7400000000014
2023-04-24,1303.9400000000014
2023-04-25,1310.5500000000013
2023-04-26,1316.6500000000012
2023-04-27,1314.2900000000013
2023-04-28,1314.6000000000013
2023-04-29,1317.1600000000012
2023-04-30,1312.7400000000011
2023-05-01,1315.610000000001
2023-05-02,1314.2600000000011
2023-05-03,1312.560000000001
2023-05-04,1309.790000000001
2023-05-05,1312.7400000000011
2023-05-06,1312.6700000000012
2023-05-07,1308.7600000000011
2023-05-08,1307.380000000001
2023-05-12,1305.100000000001
2023-05-13,1311.040000000001
2023-05-14,1302.640000000001
2023-05-15,1297.640000000001
2023-05-16,1298.000000000001
2023-05-17,1299.200000000001
2023-05-18,1299.8200000000008
2023-05-19,1298.960000000001
2023-05-20,1317.110000000001
2023-05-21,1318.130000000001
2023-05-22,1315.130000000001
2023-05-23,1314.590000000001
2023-05-24,1311.290000000001
2023-05-25,1310.9900000000011
2023-05-26,1308.590000000001
2023-05-27,1317.190000000001
2023-05-28,1342.170000000001
2023-05-30,1344.020000000001
2023-06-02,1347.1000000000008
2023-06-03,1346.740000000001
2023-06-04,1351.450000000001
2023-06-06,1348.450000000001
2023-06-07,1346.450000000001
2023-07-28,1345.450000000001
2023-07-29,1342.450000000001
2023-07-30,1341.100000000001
2023-08-04,1340.100000000001
2023-08-05,1345.860000000001
2023-08-06,1348.910000000001
2023-08-07,1347.910000000001
2023-08-11,1356.830000000001
2023-08-12,1343.2200000000012
2023-08-13,1356.3800000000012
2023-08-14,1351.1100000000013
2023-08-15,1346.7400000000014
2023-08-18,1344.8800000000015
2023-08-19,1330.0300000000016
2023-08-20,1326.8800000000015
2023-08-21,1325.8200000000015
2023-08-25,1334.1800000000014
2023-08-26,1321.2000000000014
2023-08-27,1325.7900000000013
2023-08-28,1318.7900000000013
2023-08-29,1317.7900000000013
2023-08-30,1322.3900000000012
2023-09-01,1329.9900000000011
2023-09-02,1331.290000000001
2023-09-03,1337.6900000000012
2023-09-04,1339.0900000000013
2023-09-08,1338.0900000000013
2023-09-09,1336.0900000000013
2023-09-10,1336.3900000000012
2023-09-11,1338.4900000000011
2023-09-15,1347.810000000001
2023-09-16,1348.860000000001
2023-09-17,1346.790000000001
2023-09-18,1352.550000000001
2023-09-19,1351.650000000001
2023-09-20,1348.650000000001
2023-09-22,1356.600000000001
2023-09-23,1364.370000000001
2023-09-24,1355.450000000001
2023-09-25,1355.8000000000009
2023-09-26,1352.5400000000009
2023-09-27,1351.210000000001
2023-09-28,1350.370000000001
2023-09-29,1348.710000000001
2023-09-30,1349.160000000001
2023-10-01,1363.670000000001
2023-10-02,1361.770000000001
2023-10-03,1360.1300000000008
2023-10-04,1360.2200000000007
2023-10-05,1361.1100000000008
2023-10-06,1357.5600000000009
2023-10-07,1353.520000000001
2023-10-08,1339.670000000001
2023-10-09,1340.710000000001
2023-10-13,1339.710000000001
2023-10-14,1339.8100000000009
2023-10-15,1338.8100000000009
2023-10-16,1337.8100000000009
2023-10-20,1335.8100000000009
2023-10-21,1327.750000000001
2023-10-22,1327.180000000001
2023-10-23,1333.680000000001
2023-10-24,1332.0300000000009
2023-10-25,1331.0300000000009
2023-10-27,1326.0300000000009
2023-10-28,1323.910000000001
2023-10-29,1328.800000000001
2023-10-30,1327.080000000001
2023-10-31,1325.080000000001
2023-11-02,1324.080000000001
2023-11-03,1331.700000000001
2023-11-04,1321.2900000000009
2023-11-05,1321.0400000000009
2023-11-06,1323.010000000001
2023-11-08,1323.010000000001
2023-11-10,1317.900000000001
2023-11-11,1320.940000000001
2023-11-12,1314.410000000001
2023-11-13,1313.410000000001
2023-11-14,1314.750000000001
2023-11-17,1316.8000000000009
2023-11-18,1315.5600000000009
2023-11-19,1313.5600000000009
2023-11-21,1313.500000000001
2023-11-22,1312.500000000001
2023-11-24,1307.3000000000009
2023-11-25,1311.520000000001
2023-11-26,1314.6300000000008
2023-11-27,1313.8600000000008
2023-11-28,1317.9200000000008
2023-11-29,1317.1700000000008
2023-12-01,1311.9300000000007
2023-12-02,1318.8900000000008
2023-12-03,1317.3300000000008
2023-12-04,1315.5300000000009
2023-12-05,1318.1400000000008
2023-12-06,1333.9300000000007
2023-12-07,1335.2300000000007
2023-12-08,1338.7500000000007
2023-12-09,1351.4600000000007
2023-12-10,1349.4900000000007
2023-12-11,1356.0300000000007
2023-12-12,1357.9800000000007
2023-12-15,1364.2000000000007
2023-12-16,1370.2500000000007
2023-12-17,1367.4000000000008
2023-12-18,1366.6500000000008
2023-12-19,1366.7500000000007
2023-12-20,1365.8000000000006
2023-12-21,1361.5000000000007
2023-12-22,1366.4600000000007
2023-12-23,1361.5200000000007
2023-12-24,1360.5200000000007
2023-12-25,1357.5200000000007
2023-12-26,1355.0000000000007
2023-12-27,1353.8000000000006
2023-12-29,1356.0800000000006
2023-12-30,1352.2300000000007
2023-12-31,1351.2300000000007
2024-01-01,1357.1400000000008
2024-01-02,1362.1600000000008
2024-01-03,1362.4400000000007
2024-01-04,1359.4400000000007
2024-01-05,1361.4900000000007
2024-01-06,1356.1800000000007
2024-01-07,1359.2000000000007
2024-01-08,1358.2000000000007
2024-01-09,1360.2200000000007
2024-01-10,1360.4000000000008
2024-01-11,1359.4000000000008
2024-01-12,1361.6000000000008
2024-01-13,1363.8800000000008
2024-01-14,1349.9300000000007
2024-01-15,1350.9800000000007
2024-01-19,1352.9500000000007
2024-01-20,1344.8400000000008
2024-01-21,1344.7900000000009
2024-01-22,1344.5600000000009
2024-01-23,1341.210000000001
2024-01-24,1339.210000000001
2024-01-25,1342.110000000001
2024-01-26,1339.410000000001
2024-01-27,1353.830000000001
2024-01-28,1355.800000000001
2024-01-29,1359.7700000000011
2024-01-30,1355.2000000000012
2024-01-31,1353.1300000000012
2024-02-01,1353.8000000000013
2024-02-02,1348.8000000000013
2024-02-03,1361.9300000000014
2024-02-04,1363.1100000000015
2024-02-05,1364.6600000000014
2024-02-06,1364.1100000000015
2024-02-07,1363.1100000000015
2024-02-09,1363.9200000000014
2024-02-10,1366.2700000000013
2024-02-11,1368.0200000000013
2024-02-12,1373.5200000000013
2024-02-13,1371.5800000000013
2024-02-14,1370.5800000000013
2024-02-16,1368.1900000000012
2024-02-17,1374.1200000000013
2024-02-18,1394.4600000000012
2024-02-19,1394.1100000000013
2024-02-20,1393.3400000000013
2024-02-21,1393.5700000000013
2024-02-22,1392.5700000000013
2024-02-23,1390.7700000000013
2024-02-24,1397.8500000000013
2024-02-25,1405.8400000000013
2024-02-26,1401.8400000000013
2024-02-27,1408.3600000000013
2024-02-28,1412.3400000000013
2024-03-01,1410.6500000000012
2024-03-02,1420.7000000000012
2024-03-03,1426.2100000000012
2024-03-04,1424.2100000000012
2024-03-05,1424.300000000001
2024-03-08,1424.310000000001
2024-03-09,1410.7700000000011
2024-03-10,1408.050000000001
2024-03-11,1405.030000000001
2024-03-12,1406.2100000000012
2024-03-13,1408.2100000000012
2024-03-14,1407.2100000000012
2024-03-15,1404.7300000000012
2024-03-16,1402.070000000001
2024-03-17,1402.380000000001
2024-03-19,1401.380000000001
2024-03-23,1399.590000000001
2024-03-24,1397.5200000000011
2024-03-29,1399.130000000001
2024-03-30,1407.050000000001
2024-03-31,1408.5000000000011
2024-04-01,1419.9100000000012
2024-04-02,1422.8400000000013
2024-04-03,1420.1800000000012
2024-04-04,1418.1800000000012
2024-04-05,1416.3500000000013
2024-04-06,1421.1100000000013
2024-04-07,1422.2300000000012
2024-04-08,1424.4500000000012
2024-04-09,1427.540000000001
2024-04-10,1425.540000000001
2024-04-11,1424.540000000001
2024-04-12,1421.890000000001
2024-04-13,1410.110000000001
2024-04-14,1402.140000000001
2024-04-15,1406.090000000001
2024-04-16,1406.540000000001
2024-04-17,1408.570000000001
2024-04-19,1409.180000000001
2024-04-20,1405.0400000000009
2024-04-21,1416.3700000000008
2024-04-22,1413.2200000000007
2024-04-23,1413.7900000000006
2024-04-24,1413.5700000000006
2024-04-25,1412.0100000000007
2024-04-26,1407.7800000000007
2024-04-27,1398.8800000000006
2024-04-28,1399.7300000000005
2024-04-29,1396.7300000000005
2024-05-01,1397.1800000000005
2024-05-03,1399.3100000000006
2024-05-04,1386.8600000000006
2024-05-05,1397.8600000000006
2024-05-06,1398.5500000000006
2024-05-10,1397.5400000000006
2024-05-11,1393.9900000000007
2024-05-12,1402.9700000000007
2024-05-13,1400.5800000000006
2024-05-14,1401.9900000000007
2024-05-15,1401.6100000000006
2024-05-16,1402.7800000000007
2024-05-17,1399.7800000000007
2024-05-18,1396.2600000000007
2024-05-19,1411.7000000000007
2024-05-20,1414.6900000000007
2024-05-24,1413.6900000000007
2024-05-25,1411.6900000000007
2024-05-26,1404.5700000000008
2024-06-02,1411.5700000000008
2024-07-26,1410.5700000000008
2024-07-27,1409.5700000000008
2024-07-28,1410.8600000000008
2024-08-02,1413.1400000000008
2024-08-03,1416.4100000000008
2024-08-04,1416.9100000000008
2024-08-09,1412.9100000000008
2024-08-10,1413.2500000000007
2024-08-11,1423.0100000000007
2024-08-12,1422.0100000000007
2024-08-15,1426.9500000000007
2024-08-16,1420.5500000000006
2024-08-17,1438.0100000000007
2024-08-18,1455.0900000000006
2024-08-19,1450.5900000000006
2024-08-23,1448.8100000000006
2024-08-24,1455.2900000000006
2024-08-25,1452.6900000000007
2024-08-26,1454.6200000000008
2024-08-27,1452.270000000001
2024-08-28,1455.680000000001
2024-08-30,1452.650000000001
2024-08-31,1448.220000000001
2024-09-01,1444.850000000001
2024-09-07,1445.050000000001
2024-09-08,1448.9500000000012
2024-09-10,1446.9500000000012
2024-09-13,1441.7100000000012
2024-09-14,1427.7700000000011
2024-09-15,1422.090000000001
2024-09-16,1423.660000000001
2024-09-17,1424.900000000001
2024-09-18,1424.450000000001
2024-09-19,1423.450000000001
2024-09-20,1420.950000000001
2024-09-21,1424.5500000000009
2024-09-22,1425.7900000000009
2024-09-23,1423.7900000000009
2024-09-24,1430.010000000001
2024-09-26,1429.730000000001
2024-09-27,1437.010000000001
2024-09-28,1439.010000000001
2024-09-29,1446.170000000001
2024-09-30,1446.070000000001
2024-10-01,1440.070000000001
2024-10-02,1439.9600000000012
2024-10-04,1438.9700000000012
2024-10-05,1429.9400000000012
2024-10-06,1431.8600000000013
2024-10-12,1433.5400000000013
2024-10-17,1432.5400000000013
2024-10-18,1427.9000000000012
2024-10-19,1431.3700000000013
2024-10-20,1430.9800000000012
2024-10-21,1429.9800000000012
2024-10-22,1431.6800000000012
2024-10-23,1434.9800000000012
2024-10-24,1436.280000000001
2024-10-25,1429.2000000000012
2024-10-26,1422.0200000000011
2024-10-27,1431.7000000000012
2024-10-28,1437.4400000000012
2024-10-29,1442.2500000000011
2024-10-30,1442.3800000000012
2024-11-01,1448.5000000000011
2024-11-02,1449.3900000000012
2024-11-03,1446.3800000000012
2024-11-04,1442.3800000000012
2024-11-05,1444.7500000000011
2024-11-07,1443.7500000000011
2024-11-08,1444.6700000000012
2024-11-09,1443.0800000000013
2024-11-10,1439.8600000000013
2024-11-16,1444.0800000000013
2024-11-17,1445.2600000000014
2024-11-22,1448.1100000000013
2024-11-23,1451.4200000000012
2024-11-24,1449.280000000001
2024-11-25,1452.630000000001
2024-11-26,1458.580000000001
2024-11-27,1457.030000000001
2024-11-29,1458.850000000001
2024-11-30,1465.680000000001
2024-12-01,1454.950000000001
2024-12-02,1450.950000000001
2024-12-03,1455.440000000001
2024-12-04,1460.710000000001
2024-12-05,1462.460000000001
2024-12-06,1464.980000000001
2024-12-07,1458.8300000000008
2024-12-08,1459.980000000001
2024-12-09,1460.5800000000008
2024-12-10,1462.4400000000007
2024-12-11,1461.4400000000007
2024-12-13,1460.4400000000007
2024-12-14,1479.2400000000007
2024-12-15,1479.1900000000007
2024-12-16,1476.5900000000008
2024-12-17,1475.8400000000008
