sport,close_source,market,n,move_rate,mean_abs_move,n_same,ll_diff,t_iid,t_date,p_date,n_moved,directional,p_binom,gate_a,gate_b
NFL,consensus,interceptions,568,0.0035211267605633804,1.0,566,0.0009894173795489951,0.47237408378786583,0.21600688740635818,0.8296802443879728,,,,False,False
NFL,consensus,passing_attempts,566,0.38162544169611307,1.2777777777777777,350,-0.0002203195682469872,-0.10698969782866274,-0.6545460313209396,0.5154395055207333,216.0,0.6018518518518519,0.0033415572682082865,False,False
NFL,consensus,passing_completions,566,0.284452296819788,1.1614906832298137,405,0.0005633254554657665,0.2591214786826396,0.4580356952013835,0.6485813749728322,161.0,0.546583850931677,0.2698211520923408,False,False
NFL,consensus,passing_tds,566,0.037102473498233215,1.0,545,0.004394192296702502,1.8636043797877027,-0.6817918567543869,0.49786947153980976,21.0,0.5714285714285714,0.6636238098144531,False,False
NFL,consensus,passing_yards,568,0.6373239436619719,5.751381215469613,206,-0.0005854419387527933,-1.6041393144087852,-0.09155886520646177,0.9274218245689063,362.0,0.48342541436464087,0.5632249469252353,False,False
NFL,consensus,receiving_yards,2548,0.5918367346938775,2.749336870026525,1040,-0.0015540907246781844,-2.4740305997369045,-2.2435678835699013,0.02844198412181336,1508.0,0.5523872679045093,5.2011857426882784e-05,False,True
NFL,consensus,receptions,2601,0.1114955786236063,1.0086206896551724,2311,0.0023800677959310806,1.5547900513544797,1.1996164567210923,0.2347804794954844,290.0,0.6344827586206897,5.427969265851309e-06,False,False
NFL,consensus,rush_rec_yards,1663,0.4275405892964522,3.5632911392405062,952,0.00023314692775891965,1.0312373948090625,0.09241015971062083,0.9266654010270321,711.0,0.5485232067510548,0.010715282764440696,False,False
NFL,consensus,rushing_attempts,1590,0.2138364779874214,1.188235294117647,1250,0.0009886941703892574,0.7244083371201057,-0.10009361906913353,0.9205878454344374,340.0,0.5882352941176471,0.0013410446705104165,False,False
NFL,consensus,rushing_yards,1799,0.5503057254030017,2.9106060606060606,809,0.0001726701608707751,0.1581937391486447,-0.17573925705767243,0.8610715194947318,990.0,0.5474747474747474,0.0030997894524810313,False,False
NFL,consensus,_ALL_,13035,0.3529727656309935,2.7875461856118235,8434,0.0010038979168615896,1.8458757109520874,0.6999897269969291,0.4865106050890927,4601.0,0.55553140621604,5.2190974317573525e-14,False,True
NFL,consensus|fd_open,_ALL_,3494,0.25472238122495705,2.4679775280898877,2604,0.001488118833395039,1.4227268892301876,0.07165199062030742,0.9431095006964216,890.0,0.5707865168539326,2.7100972568154255e-05,False,True
NFL,FanDuel,passing_attempts,541,0.2828096118299446,1.4509803921568627,388,-0.0008836610863743562,-0.728061264406355,-1.2881421984459944,0.20256141921066062,153.0,0.5620915032679739,0.14536554974727242,False,False
NFL,FanDuel,passing_completions,547,0.23217550274223034,1.204724409448819,420,0.0004486282935671887,0.24650129380562522,-0.04293315319805124,0.9658950479265971,127.0,0.5511811023622047,0.2869146072030985,False,False
NFL,FanDuel,passing_tds,560,0.03214285714285714,1.0,542,0.0037285192205419025,1.4352373409000294,0.28819961146082146,0.7741399959210625,,,,False,False
NFL,FanDuel,passing_yards,521,0.5047984644913628,6.855513307984791,258,-0.0003959293433424056,-1.6414751267526637,-1.3137635542757489,0.19517050364397245,263.0,0.4714828897338403,0.3880243030230326,False,False
NFL,FanDuel,receiving_yards,2017,0.6936043629152207,3.0464617583988565,618,-0.0008563154609518431,-1.0087090494085165,-0.5793286656329463,0.5645008413401567,1399.0,0.5475339528234453,0.00041317128096860997,False,True
NFL,FanDuel,receptions,2100,0.13857142857142857,1.0378006872852235,1809,0.0012139104979037212,0.5917116018449435,0.9709061920218066,0.3353079570579216,291.0,0.6185567010309279,6.23930891118685e-05,False,False
NFL,FanDuel,rush_rec_yards,607,0.7841845140032949,4.163865546218488,131,0.00025245542731349547,0.30567263551685864,0.40210994805782824,0.6896917903778412,476.0,0.542016806722689,0.07373566844322901,False,False
NFL,FanDuel,rushing_attempts,773,0.2858990944372574,1.330316742081448,552,-0.002538214107170776,-1.2035388045919502,0.4124210459972581,0.6815513249944204,221.0,0.5656108597285068,0.05938929530167119,False,False
NFL,FanDuel,rushing_yards,1438,0.631432545201669,3.1894273127753303,530,0.0010415258130246872,0.8345630939374303,0.9728898057940774,0.33471875734591783,908.0,0.526431718061674,0.11877053729891515,False,False
NFL,FanDuel,_ALL_,9104,0.4235500878734622,3.0943983402489628,5248,0.0004982885516956584,0.6056005564647067,0.401450665619447,0.6894468838558012,3856.0,0.5435684647302904,6.735132942104083e-08,False,True
NFL,FanDuel|fd_open,_ALL_,3498,0.08633504859919955,3.4503311258278146,3196,0.0007747471116136535,1.5345360713691347,0.6382026252216467,0.525692138594194,302.0,0.5463576158940397,0.12011723303906163,False,False
NFL,DraftKings,interceptions,561,0.0071301247771836,1.0,557,0.0014466388740702867,0.5658705911513638,1.0008999355093955,0.3207041436338435,,,,False,False
NFL,DraftKings,passing_attempts,536,0.47947761194029853,1.2568093385214008,279,-0.002624960430714927,-0.9791955131606503,0.009587086338933749,0.9923860605929036,257.0,0.5486381322957199,0.13421611924266982,False,False
NFL,DraftKings,passing_completions,539,0.39332096474953615,1.1179245283018868,327,0.00296200202824205,0.9546663588095406,0.7426186495926963,0.4606102059644286,212.0,0.5566037735849056,0.1139751104190867,False,False
NFL,DraftKings,passing_tds,562,0.03558718861209965,1.0,542,0.004960254642184894,1.910331936698492,0.458184957776016,0.6483961305518968,,,,False,False
NFL,DraftKings,passing_yards,521,0.8752399232245681,4.896929824561403,65,4.11839782218456e-05,0.04947586411983914,0.7597602269737678,0.4542322211815294,456.0,0.5570175438596491,0.01683207314496876,False,False
NFL,DraftKings,receiving_yards,2004,0.7784431137724551,2.7403846153846154,444,-0.0014608372787119385,-1.2735882919496704,-1.1356971057761764,0.26092060124709887,1560.0,0.5397435897435897,0.0018355632055030396,False,False
NFL,DraftKings,receptions,2117,0.15399149740198395,1.0122699386503067,1791,0.005044501993445921,2.312949381636457,1.9736594698600185,0.05280992694211407,326.0,0.6226993865030674,1.1019159642472396e-05,False,False
NFL,DraftKings,rush_rec_yards,54,0.8703703703703703,3.9361702127659575,7,,,,,47.0,0.574468085106383,0.38169339766321275,False,False
NFL,DraftKings,rushing_attempts,858,0.3939393939393939,1.2248520710059172,520,0.004106226070386576,1.3528118213767766,1.0303767760583509,0.30711088281959914,338.0,0.5798816568047337,0.003876240258924717,False,False
NFL,DraftKings,rushing_yards,1423,0.7434996486296557,2.8572778827977316,365,0.00040224832638175454,0.1933921542046758,-0.0058734710152012065,0.9953345489395404,1058.0,0.5302457466918714,0.052711388650822484,False,False
NFL,DraftKings,_ALL_,9175,0.46626702997275205,2.581580177653109,4897,0.002939816718109683,2.9267586715824057,1.9854121028381935,0.05145547012139134,4278.0,0.5502571294997662,5.2250740054063285e-11,False,True
NFL,DraftKings|fd_open,_ALL_,3235,0.38887171561051004,2.226550079491256,1977,0.0044050944401370345,3.0324676423575543,2.018271316226565,0.04789475093769162,1258.0,0.5771065182829889,4.983988969408084e-08,False,True
