generated_utc,date,player,market,line,mu_base,mu_news,p_over_base,p_over_news,override,ev_cons,side_cons,ev_fd,side_fd,ev_best
2026-08-01 08:38,2026-08-02,Bridget Carleton,pts_reb,17.5,17.58,17.58,0.482,0.482,,-0.0124,over,,,-0.0124
2026-08-01 08:38,2026-08-02,Gabby Williams,assists,2.5,2.39,2.39,0.445,0.445,,-0.0438,over,-0.0127,over,-0.0127
2026-08-01 08:38,2026-08-01,Natasha Cloud,points,9.5,9.96,9.96,0.502,0.502,,-0.0571,under,-0.0135,under,-0.0135
2026-08-01 08:38,2026-08-01,Jonquel Jones,threes,1.5,1.82,1.82,0.542,0.542,,-0.0139,over,-0.0139,over,-0.0139
2026-08-01 08:38,2026-08-01,NaLyssa Smith,points,10.5,11.0,11.0,0.505,0.505,,-0.0141,over,,,-0.0141
2026-08-01 08:38,2026-08-02,Veronica Burton,pts_reb,15.5,15.12,15.12,0.453,0.453,,-0.0147,under,,,-0.0147
2026-08-01 08:38,2026-08-02,Leila Lacan,points,11.5,11.96,11.96,0.503,0.503,,-0.0152,under,-0.0152,under,-0.0152
2026-08-01 08:38,2026-08-01,Jonquel Jones,points,13.5,13.52,13.52,0.476,0.476,,-0.0559,under,-0.0154,under,-0.0154
2026-08-01 08:38,2026-08-02,Azzi Fudd,threes,2.5,2.32,2.32,0.41,0.41,,-0.0569,over,-0.0159,over,-0.0159
2026-08-01 08:38,2026-08-02,Nneka Ogwumike,pts_reb,25.5,25.94,25.94,0.503,0.503,,-0.0177,over,,,-0.0177
2026-08-01 08:38,2026-08-02,Kelsey Mitchell,rebounds,1.5,1.93,1.93,0.554,0.554,,-0.0178,under,,,-0.0178
2026-08-01 08:38,2026-08-01,Courtney Vandersloot,assists,4.5,4.26,4.26,0.438,0.438,,-0.0182,under,,,-0.0182
2026-08-01 08:38,2026-08-02,Gabby Williams,rebounds,2.5,2.92,2.92,0.546,0.546,,-0.0693,under,-0.0194,under,-0.0194
2026-08-01 08:38,2026-08-02,Janelle Salaun,points,11.5,12.68,12.68,0.55,0.55,,-0.0194,over,-0.0194,over,-0.0194
2026-08-01 08:38,2026-08-02,Nneka Ogwumike,pra,27.5,28.83,28.83,0.544,0.544,,-0.0214,over,,,-0.0214
2026-08-01 08:38,2026-08-02,Veronica Burton,reb_ast,9.5,9.56,9.56,0.489,0.489,,-0.0216,over,,,-0.0216
2026-08-01 08:38,2026-08-02,Ariel Atkins,points,10.5,10.63,10.63,0.479,0.479,,-0.0218,under,-0.0218,under,-0.0218
2026-08-01 08:38,2026-08-02,Carla Leite,pts_ast,22.5,21.85,21.85,0.447,0.447,,-0.0224,under,,,-0.0224
2026-08-01 08:38,2026-08-02,Carla Leite,points,15.5,15.52,15.52,0.477,0.477,,-0.0226,under,-0.0226,under,-0.0226
2026-08-01 08:38,2026-08-01,Monique Akoa Makani,rebounds,1.5,2.18,2.18,0.607,0.607,,-0.0244,over,,,-0.0244
2026-08-01 08:38,2026-08-01,Pauline Astier,pts_reb,10.5,10.57,10.57,0.472,0.472,,-0.0248,under,,,-0.0248
2026-08-01 08:38,2026-08-02,Marina Mabrey,assists,3.5,3.61,3.61,0.498,0.498,,-0.025,under,-0.025,under,-0.025
2026-08-01 08:38,2026-08-02,Napheesa Collier,rebounds,7.5,7.2,7.2,0.443,0.443,,-0.0429,over,-0.0252,over,-0.0252
2026-08-01 08:38,2026-08-02,Arike Ogunbowale,rebounds,2.5,3.12,3.12,0.581,0.581,,-0.0261,over,-0.0261,over,-0.0261
2026-08-01 08:38,2026-08-01,Chelsea Gray,points,12.5,13.16,13.16,0.516,0.516,,-0.0272,over,-0.0272,over,-0.0272
2026-08-01 08:38,2026-08-02,Caitlin Clark,threes,2.5,2.8,2.8,0.53,0.53,,-0.0278,over,-0.0278,over,-0.0278
2026-08-01 08:38,2026-08-02,Dearica Hamby,rebounds,6.5,7.26,7.26,0.575,0.575,,-0.0289,over,,,-0.0289
2026-08-01 08:38,2026-08-01,Courtney Vandersloot,pra,15.5,14.8,14.8,0.434,0.434,,-0.0296,under,,,-0.0296
2026-08-01 08:38,2026-08-01,Chelsea Gray,pra,22.5,23.19,23.19,0.515,0.515,,-0.0297,over,,,-0.0297
2026-08-01 08:38,2026-08-01,Sabrina Ionescu,threes,2.5,2.64,2.64,0.492,0.492,,-0.0297,under,-0.0297,under,-0.0297
2026-08-01 08:38,2026-08-01,Natasha Cloud,reb_ast,7.5,8.25,8.25,0.566,0.566,,-0.0299,over,,,-0.0299
2026-08-01 08:38,2026-08-02,Natasha Howard,assists,2.5,2.98,2.98,0.574,0.574,,-0.0306,over,,,-0.0306
2026-08-01 08:38,2026-08-01,Natasha Mack,points,6.5,7.45,7.45,0.538,0.538,,-0.0308,over,,,-0.0308
2026-08-01 08:38,2026-08-02,Paige Bueckers,pts_reb,24.5,24.75,24.75,0.494,0.494,,-0.0337,under,,,-0.0337
2026-08-01 08:38,2026-08-01,DeWanna Bonner,pts_reb,16.5,17.1,17.1,0.51,0.51,,-0.034,over,,,-0.034
2026-08-01 08:38,2026-08-02,Nneka Ogwumike,pts_ast,19.5,19.76,19.76,0.494,0.494,,-0.0358,over,,,-0.0358
2026-08-01 08:38,2026-08-01,Jewell Loyd,points,8.5,9.29,9.29,0.526,0.526,,-0.0365,over,,,-0.0365
2026-08-01 08:38,2026-08-02,Azzi Fudd,points,12.5,13.6,13.6,0.544,0.544,,-0.0368,over,-0.0368,over,-0.0368
2026-08-01 08:38,2026-08-01,Jewell Loyd,rebounds,2.5,2.61,2.61,0.485,0.485,,-0.0369,under,,,-0.0369
2026-08-01 08:38,2026-08-02,Paige Bueckers,pts_ast,26.5,27.16,27.16,0.515,0.515,,-0.0376,over,,,-0.0376
2026-08-01 08:38,2026-08-01,Alyssa Thomas,points,14.5,15.03,15.03,0.508,0.508,,-0.0388,under,-0.0432,under,-0.0388
2026-08-01 08:38,2026-08-02,Paige Bueckers,pra,30.5,31.17,31.17,0.514,0.514,,-0.0399,over,,,-0.0399
2026-08-01 08:38,2026-08-01,Chelsea Gray,pts_reb,15.5,16.12,16.12,0.511,0.511,,-0.0412,over,,,-0.0412
2026-08-01 08:38,2026-08-02,Arike Ogunbowale,threes,1.5,1.86,1.86,0.556,0.556,,-0.0471,over,-0.0413,over,-0.0413
2026-08-01 08:38,2026-08-02,Courtney Williams,points,12.5,12.94,12.94,0.502,0.502,,-0.042,over,,,-0.042
2026-08-01 08:38,2026-08-01,Jewell Loyd,threes,1.5,2.06,2.06,0.609,0.609,,-0.0425,over,-0.0484,over,-0.0425
2026-08-01 08:38,2026-08-02,Ariel Atkins,threes,1.5,1.37,1.37,0.399,0.399,,-0.0425,over,-0.0425,over,-0.0425
2026-08-01 08:38,2026-08-01,Courtney Vandersloot,pts_ast,12.5,12.76,12.76,0.49,0.49,,-0.043,under,,,-0.043
2026-08-01 08:38,2026-08-02,Paige Bueckers,rebounds,4.5,4.01,4.01,0.395,0.395,,-0.0434,under,-0.0434,under,-0.0434
2026-08-01 08:38,2026-08-01,Alyssa Thomas,pts_reb,22.5,22.67,22.67,0.489,0.489,,-0.0445,under,,,-0.0445
2026-08-01 08:38,2026-08-01,Courtney Vandersloot,pts_reb,10.5,10.54,10.54,0.47,0.47,,-0.0451,under,,,-0.0451
2026-08-01 08:38,2026-08-02,Rae Burrell,rebounds,2.5,2.44,2.44,0.45,0.45,,-0.0705,under,-0.0454,under,-0.0454
2026-08-01 08:38,2026-08-01,Chelsea Gray,reb_ast,9.5,10.03,10.03,0.539,0.539,,-0.0471,over,,,-0.0471
2026-08-01 08:38,2026-08-02,Janelle Salaun,rebounds,3.5,4.06,4.06,0.563,0.563,,-0.0477,under,-0.0477,under,-0.0477
2026-08-01 08:38,2026-08-02,Paige Bueckers,points,20.5,20.74,20.74,0.493,0.493,,-0.0481,under,-0.0481,under,-0.0481
2026-08-01 08:38,2026-08-02,Marina Mabrey,rebounds,3.5,3.48,3.48,0.466,0.466,,-0.0496,over,-0.0496,over,-0.0496
2026-08-01 08:38,2026-08-02,Veronica Burton,assists,5.5,6.02,6.02,0.56,0.56,,-0.0502,under,-0.0502,under,-0.0502
2026-08-01 08:38,2026-08-01,Alyssa Thomas,reb_ast,16.5,16.74,16.74,0.508,0.508,,-0.0503,over,,,-0.0503
2026-08-01 08:38,2026-08-02,Marina Mabrey,reb_ast,7.5,7.09,7.09,0.43,0.43,,-0.0505,under,,,-0.0505
2026-08-01 08:38,2026-08-01,NaLyssa Smith,rebounds,5.5,5.23,5.23,0.439,0.439,,-0.0518,under,,,-0.0518
2026-08-01 08:38,2026-08-01,Natasha Cloud,pts_ast,14.5,15.04,15.04,0.509,0.509,,-0.0529,over,,,-0.0529
2026-08-01 08:38,2026-08-02,Ariel Atkins,pts_ast,13.5,13.66,13.66,0.484,0.484,,-0.0542,over,,,-0.0542
2026-08-01 08:38,2026-08-01,Natasha Cloud,pra,17.5,18.21,18.21,0.516,0.516,,-0.0547,over,,,-0.0547
2026-08-01 08:38,2026-08-02,Kayla McBride,assists,2.5,2.32,2.32,0.43,0.43,,-0.0548,over,,,-0.0548
2026-08-01 08:38,2026-08-01,Jewell Loyd,pts_reb,11.5,11.89,11.89,0.495,0.495,,-0.0556,under,,,-0.0556
2026-08-01 08:38,2026-08-02,Janelle Salaun,pts_ast,13.5,13.73,13.73,0.489,0.489,,-0.0557,under,,,-0.0557
2026-08-01 08:38,2026-08-01,DeWanna Bonner,points,10.5,10.79,10.79,0.49,0.49,,-0.0561,over,-0.0561,over,-0.0561
2026-08-01 08:38,2026-08-01,Breanna Stewart,rebounds,8.5,8.38,8.38,0.468,0.468,,-0.0564,under,-0.0596,under,-0.0564
2026-08-01 08:38,2026-08-02,Rae Burrell,reb_ast,4.5,4.88,4.88,0.524,0.524,,-0.0567,over,,,-0.0567
2026-08-01 08:38,2026-08-01,Alyssa Thomas,rebounds,7.5,7.64,7.64,0.498,0.498,,-0.0576,under,-0.0576,under,-0.0576
2026-08-01 08:38,2026-08-02,Ariel Atkins,pts_reb,13.5,13.66,13.66,0.483,0.483,,-0.0577,over,,,-0.0577
2026-08-01 08:38,2026-08-01,Alyssa Thomas,pra,31.5,31.77,31.77,0.496,0.496,,-0.0578,under,,,-0.0578
2026-08-01 08:38,2026-08-02,Gabby Williams,reb_ast,5.5,5.31,5.31,0.448,0.448,,-0.0587,over,,,-0.0587
2026-08-01 08:38,2026-08-02,Nneka Ogwumike,points,16.5,16.87,16.87,0.499,0.499,,-0.0597,under,-0.0597,under,-0.0597
2026-08-01 08:38,2026-08-01,Natasha Cloud,rebounds,3.5,3.18,3.18,0.412,0.412,,-0.0603,over,-0.0603,over,-0.0603
2026-08-01 08:38,2026-08-02,Kelsey Mitchell,reb_ast,4.5,4.56,4.56,0.478,0.478,,-0.0605,under,,,-0.0605
2026-08-01 08:38,2026-08-02,Veronica Burton,threes,1.5,1.25,1.25,0.355,0.355,,-0.0959,over,-0.0612,under,-0.0612
2026-08-01 08:38,2026-08-01,Pauline Astier,pra,13.5,13.83,13.83,0.491,0.491,,-0.0619,over,,,-0.0619
2026-08-01 08:38,2026-08-01,NaLyssa Smith,pts_reb,15.5,16.23,16.23,0.517,0.517,,-0.0622,under,,,-0.0622
2026-08-01 08:38,2026-08-01,Courtney Vandersloot,points,7.5,8.5,8.5,0.542,0.542,,-0.0623,over,,,-0.0623
2026-08-01 08:38,2026-08-01,Breanna Stewart,reb_ast,12.5,12.32,12.32,0.468,0.468,,-0.0633,over,,,-0.0633
2026-08-01 08:38,2026-08-02,Carla Leite,assists,6.5,6.33,6.33,0.459,0.459,,-0.0634,over,-0.0634,over,-0.0634
2026-08-01 08:38,2026-08-01,Sydney Taylor,pra,20.5,20.67,20.67,0.488,0.488,,-0.0686,under,,,-0.0686
2026-08-01 08:38,2026-08-02,Sophie Cunningham,threes,1.5,1.72,1.72,0.514,0.514,,-0.0713,under,,,-0.0713
2026-08-01 08:38,2026-08-01,Pauline Astier,pts_ast,11.5,11.56,11.56,0.475,0.475,,-0.0714,under,,,-0.0714
2026-08-01 08:38,2026-08-02,Janelle Salaun,pra,17.5,17.78,17.78,0.492,0.492,,-0.0759,under,,,-0.0759
2026-08-01 08:38,2026-08-02,Carla Leite,pra,24.5,24.31,24.31,0.472,0.472,,-0.0816,under,,,-0.0816
2026-08-01 08:38,2026-08-01,Jonquel Jones,pts_reb,22.5,22.63,22.63,0.487,0.487,,-0.0853,over,,,-0.0853
2026-08-01 08:38,2026-08-02,Azzi Fudd,pra,17.5,17.58,17.58,0.481,0.481,,-0.0856,over,,,-0.0856
2026-08-01 08:38,2026-08-02,Bridget Carleton,pra,19.5,19.96,19.96,0.502,0.502,,-0.0944,under,,,-0.0944
2026-08-01 08:38,2026-08-01,Elizabeth Williams,points,7.5,6.08,6.08,0.343,0.343,,,,,,
2026-08-01 08:38,2026-08-01,Sydney Taylor,rebounds,2.0,1.91,1.91,0.335,0.335,,,,,,
2026-08-01 08:38,2026-08-01,Elizabeth Williams,assists,1.5,1.49,1.49,0.456,0.456,,,,,,
2026-08-01 08:38,2026-08-01,DiJonai Carrington,threes,1.5,0.85,0.85,0.209,0.209,,,,,,
2026-08-01 08:38,2026-08-01,Elizabeth Williams,pra,12.5,11.22,11.22,0.39,0.39,,,,,,
2026-08-01 08:38,2026-08-01,Elizabeth Williams,pts_ast,9.5,7.56,7.56,0.323,0.323,,,,,,
2026-08-01 08:38,2026-08-01,Sydney Taylor,pts_ast,19.5,18.76,18.76,0.439,0.439,,,,,,
2026-08-01 08:38,2026-08-01,Natasha Cloud,pts_reb,13.0,13.14,13.14,0.45,0.45,,,,,,
2026-08-01 08:38,2026-08-01,Sydney Taylor,pts_reb,19.0,18.95,18.95,0.449,0.449,,,,,,
2026-08-01 08:38,2026-08-01,Kamilla Cardoso,pts_reb,23.5,21.85,21.85,0.399,0.399,,,,,,
2026-08-01 08:38,2026-08-01,Pauline Astier,rebounds,1.5,2.27,2.27,0.626,0.626,,,,,,
2026-08-01 08:38,2026-08-01,Jonquel Jones,pra,24.5,25.65,25.65,0.537,0.537,,,,,,
2026-08-01 08:38,2026-08-01,Monique Akoa Makani,pra,14.5,14.67,14.67,0.483,0.483,,,,,,
2026-08-01 08:38,2026-08-01,Breanna Stewart,pra,34.5,33.0,33.0,0.421,0.421,,,,,,
2026-08-01 08:38,2026-08-01,Breanna Stewart,pts_ast,26.5,24.62,24.62,0.391,0.391,,,,,,
2026-08-01 08:38,2026-08-01,Alyssa Thomas,pts_ast,24.0,24.12,24.12,0.463,0.463,,,,,,
2026-08-01 08:38,2026-08-01,Monique Akoa Makani,pts_ast,11.0,12.49,12.49,0.538,0.538,,,,,,
2026-08-01 08:38,2026-08-01,Breanna Stewart,pts_reb,30.5,29.06,29.06,0.42,0.42,,,,,,
2026-08-01 08:38,2026-08-02,Sophie Cunningham,points,9.0,8.73,8.73,0.409,0.409,,,,,,
2026-08-01 08:38,2026-08-02,Courtney Williams,rebounds,4.0,4.72,4.72,0.508,0.508,,,,,,
2026-08-01 08:38,2026-08-02,Natasha Howard,rebounds,6.0,7.42,7.42,0.593,0.593,,,,,,
2026-08-01 08:38,2026-08-02,Aliyah Boston,assists,3.0,2.7,2.7,0.311,0.311,,,,,,
2026-08-01 08:38,2026-08-02,Aliyah Boston,threes,1.5,0.92,0.92,0.234,0.234,,,,,,
2026-08-01 08:38,2026-08-02,Caitlin Clark,pra,33.5,30.23,30.23,0.345,0.345,,,,,,
2026-08-01 08:38,2026-08-02,Aliyah Boston,pra,28.0,24.0,24.0,0.281,0.281,,,,,,
2026-08-01 08:38,2026-08-02,Caitlin Clark,pts_ast,29.0,26.69,26.69,0.354,0.354,,,,,,
2026-08-01 08:38,2026-08-02,Leila Lacan,threes,1.5,0.94,0.94,0.241,0.241,,,,,,
2026-08-01 09:36,2026-08-01,Rebecca Allen,points,6.5,3.67,3.67,0.21,0.21,,0.4778,under,,,0.4778
2026-08-01 09:36,2026-08-01,Rebecca Allen,pts_reb,9.5,5.68,5.68,0.205,0.205,,0.4309,under,,,0.4309
2026-08-01 09:36,2026-08-01,Kahleah Copper,threes,1.5,1.48,1.48,0.436,0.436,,0.3489,under,0.3997,under,0.3997
2026-08-01 09:36,2026-08-01,Rebecca Allen,threes,1.5,0.74,0.74,0.169,0.169,,0.3851,under,,,0.3851
2026-08-01 09:36,2026-08-02,Olivia Miles,rebounds,4.5,5.48,5.48,0.616,0.616,,0.3244,over,0.3183,over,0.3244
2026-08-01 09:36,2026-08-01,Jackie Young,pra,31.5,26.78,26.78,0.28,0.28,,0.3194,under,,,0.3194
2026-08-01 09:36,2026-08-01,Kahleah Copper,pts_ast,24.5,20.53,20.53,0.285,0.285,,0.3115,under,,,0.3115
2026-08-01 09:36,2026-08-02,Kelsey Plum,assists,4.5,5.89,5.89,0.689,0.689,,0.2932,over,0.2932,over,0.2932
2026-08-01 09:36,2026-08-01,A'ja Wilson,assists,3.5,2.93,2.93,0.36,0.36,,0.2865,under,0.2929,under,0.2929
2026-08-01 09:36,2026-08-02,Kelsey Plum,threes,1.5,2.47,2.47,0.706,0.706,,0.2892,over,0.2248,over,0.2892
2026-08-01 09:36,2026-08-01,Jackie Young,pts_ast,26.5,23.24,23.24,0.325,0.325,,0.2888,under,,,0.2888
2026-08-01 09:36,2026-08-02,Janelle Salaun,assists,1.5,1.05,1.05,0.315,0.315,,0.2864,under,0.2864,under,0.2864
2026-08-01 09:36,2026-08-02,Kayla McBride,pra,22.5,26.61,26.61,0.673,0.673,,0.2843,over,,,0.2843
2026-08-01 09:36,2026-08-02,Kayla McBride,points,17.5,21.2,21.2,0.672,0.672,,0.2568,over,0.2833,over,0.2833
2026-08-01 09:36,2026-08-01,Kahleah Copper,points,21.5,18.84,18.84,0.34,0.34,,0.2768,under,0.2826,under,0.2826
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,assists,5.5,4.79,4.79,0.366,0.366,,0.2805,under,0.2319,under,0.2805
2026-08-01 09:36,2026-08-01,Kahleah Copper,pra,28.5,24.2,24.2,0.289,0.289,,0.2796,under,,,0.2796
2026-08-01 09:36,2026-08-02,Kayla McBride,pts_reb,19.5,24.28,24.28,0.709,0.709,,0.2768,over,,,0.2768
2026-08-01 09:36,2026-08-02,Kayla McBride,rebounds,2.5,3.08,3.08,0.576,0.576,,0.2668,over,,,0.2668
2026-08-01 09:36,2026-08-01,A'ja Wilson,pra,41.5,37.56,37.56,0.333,0.333,,0.2625,under,,,0.2625
2026-08-01 09:36,2026-08-02,Aliyah Boston,pts_reb,24.5,21.31,21.31,0.326,0.326,,0.26,under,,,0.26
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,pts_ast,26.5,22.88,22.88,0.308,0.308,,0.2591,under,,,0.2591
2026-08-01 09:36,2026-08-01,A'ja Wilson,reb_ast,14.5,12.31,12.31,0.291,0.291,,0.2552,under,,,0.2552
2026-08-01 09:36,2026-08-01,Kahleah Copper,pts_reb,25.5,22.51,22.51,0.338,0.338,,0.2471,under,,,0.2471
2026-08-01 09:36,2026-08-02,Aliyah Boston,points,16.5,13.95,13.95,0.326,0.326,,0.2461,under,0.2461,under,0.2461
2026-08-01 09:36,2026-08-01,Jackie Young,reb_ast,11.5,9.46,9.46,0.282,0.282,,0.2422,under,,,0.2422
2026-08-01 09:36,2026-08-01,Jackie Young,pts_reb,23.5,20.87,20.87,0.35,0.35,,0.2403,under,,,0.2403
2026-08-01 09:36,2026-08-02,Natasha Howard,reb_ast,9.5,10.4,10.4,0.576,0.576,,0.239,over,,,0.239
2026-08-01 09:36,2026-08-01,Natasha Mack,rebounds,5.5,6.83,6.83,0.648,0.648,,0.2377,over,,,0.2377
2026-08-01 09:36,2026-08-01,Jackie Young,assists,7.5,5.91,5.91,0.266,0.266,,0.2375,under,0.2375,under,0.2375
2026-08-01 09:36,2026-08-02,Kayla McBride,pts_ast,19.5,23.52,23.52,0.683,0.683,,0.2302,over,,,0.2302
2026-08-01 09:36,2026-08-01,Elizabeth Williams,pts_reb,11.5,9.73,9.73,0.353,0.353,,0.2255,under,,,0.2255
2026-08-01 09:36,2026-08-01,Jackie Young,points,19.5,17.32,17.32,0.359,0.359,,0.2233,under,0.2233,under,0.2233
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,pra,30.5,27.28,27.28,0.341,0.341,,0.2176,under,,,0.2176
2026-08-01 09:36,2026-08-01,A'ja Wilson,pts_ast,31.5,28.19,28.19,0.336,0.336,,0.2173,under,,,0.2173
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,points,20.5,18.09,18.09,0.35,0.35,,0.2151,under,0.1849,under,0.2151
2026-08-01 09:36,2026-08-01,Jonquel Jones,assists,2.5,3.02,3.02,0.582,0.582,,0.1935,over,0.211,over,0.211
2026-08-01 09:36,2026-08-02,Aliyah Boston,rebounds,8.5,7.36,7.36,0.347,0.347,,0.1971,under,0.2063,under,0.2063
2026-08-01 09:36,2026-08-01,A'ja Wilson,pts_reb,37.5,34.63,34.63,0.369,0.369,,0.2044,under,,,0.2044
2026-08-01 09:36,2026-08-01,Rebecca Allen,rebounds,2.5,2.01,2.01,0.357,0.357,,0.2029,under,,,0.2029
2026-08-01 09:36,2026-08-01,Kahleah Copper,assists,2.5,1.7,1.7,0.271,0.271,,0.1705,under,0.2021,under,0.2021
2026-08-01 09:36,2026-08-01,Kamilla Cardoso,assists,2.5,2.77,2.77,0.531,0.531,,0.2012,over,,,0.2012
2026-08-01 09:36,2026-08-02,Aliyah Boston,pts_ast,19.5,16.65,16.65,0.321,0.321,,0.2007,under,,,0.2007
2026-08-01 09:36,2026-08-02,Natasha Howard,pts_reb,18.5,21.08,21.08,0.613,0.613,,0.196,over,,,0.196
2026-08-01 09:36,2026-08-02,Aliyah Boston,reb_ast,11.5,10.05,10.05,0.34,0.34,,0.1883,under,,,0.1883
2026-08-01 09:36,2026-08-02,Leila Lacan,assists,4.5,4.25,4.25,0.435,0.435,,0.1859,under,0.1859,under,0.1859
2026-08-01 09:36,2026-08-02,Natasha Howard,pra,21.5,24.06,24.06,0.606,0.606,,0.1827,over,,,0.1827
2026-08-01 09:36,2026-08-02,Olivia Miles,threes,1.5,1.65,1.65,0.49,0.49,,0.1769,over,0.1671,over,0.1769
2026-08-01 09:36,2026-08-02,Caitlin Clark,reb_ast,12.5,10.99,10.99,0.34,0.34,,0.1676,under,,,0.1676
2026-08-01 09:36,2026-08-02,Courtney Williams,reb_ast,8.5,9.43,9.43,0.582,0.582,,0.164,over,,,0.164
2026-08-01 09:36,2026-08-02,Marina Mabrey,points,19.5,18.04,18.04,0.399,0.399,,0.1577,under,0.1577,under,0.1577
2026-08-01 09:36,2026-08-01,A'ja Wilson,rebounds,10.5,9.38,9.38,0.365,0.365,,0.1431,under,0.1556,under,0.1556
2026-08-01 09:36,2026-08-01,Sydney Taylor,assists,1.5,1.72,1.72,0.522,0.522,,0.1509,under,,,0.1509
2026-08-01 09:36,2026-08-01,A'ja Wilson,points,27.5,25.26,25.26,0.377,0.377,,0.1503,under,0.1503,under,0.1503
2026-08-01 09:36,2026-08-02,Olivia Miles,pts_reb,22.5,25.54,25.54,0.626,0.626,,0.1485,over,,,0.1485
2026-08-01 09:36,2026-08-02,Gabby Williams,points,14.5,13.55,13.55,0.416,0.416,,0.1408,under,0.1461,under,0.1461
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,pts_reb,24.5,22.5,22.5,0.384,0.384,,0.1434,under,,,0.1434
2026-08-01 09:36,2026-08-02,Bridget Carleton,rebounds,3.5,4.33,4.33,0.605,0.605,,0.1354,over,0.1354,over,0.1354
2026-08-01 09:36,2026-08-02,Courtney Williams,assists,4.5,4.71,4.71,0.515,0.515,,0.1334,over,,,0.1334
2026-08-01 09:36,2026-08-01,Jackie Young,threes,2.5,1.85,1.85,0.283,0.283,,0.1268,under,0.1291,under,0.1291
2026-08-01 09:36,2026-08-01,Monique Akoa Makani,assists,2.5,2.68,2.68,0.511,0.511,,0.1245,over,,,0.1245
2026-08-01 09:36,2026-08-02,Megan DiLeo,points,14.5,13.35,13.35,0.403,0.403,,0.1215,under,0.1215,under,0.1215
2026-08-01 09:36,2026-08-01,Sabrina Ionescu,reb_ast,10.5,9.19,9.19,0.347,0.347,,0.1191,under,,,0.1191
2026-08-01 09:36,2026-08-01,Jackie Young,rebounds,3.5,3.55,3.55,0.478,0.478,,0.0957,under,0.1166,under,0.1166
2026-08-01 09:36,2026-08-01,Breanna Stewart,points,22.5,20.68,20.68,0.387,0.387,,0.1161,under,0.0925,under,0.1161
2026-08-01 09:36,2026-08-01,Kamilla Cardoso,points,14.5,13.89,13.89,0.437,0.437,,0.052,under,0.1144,under,0.1144
2026-08-01 09:36,2026-08-02,Kayla McBride,reb_ast,4.5,5.41,5.41,0.595,0.595,,0.1132,over,,,0.1132
2026-08-01 09:36,2026-08-02,Napheesa Collier,assists,2.5,2.65,2.65,0.506,0.506,,0.1121,over,,,0.1121
2026-08-01 09:36,2026-08-02,Marina Mabrey,pts_reb,23.5,21.52,21.52,0.382,0.382,,0.1118,under,,,0.1118
2026-08-01 09:36,2026-08-02,Gabby Williams,pts_reb,17.5,16.47,16.47,0.419,0.419,,0.1083,under,,,0.1083
2026-08-01 09:36,2026-08-01,Elizabeth Williams,rebounds,4.5,3.65,3.65,0.336,0.336,,0.1066,under,,,0.1066
2026-08-01 09:36,2026-08-02,Napheesa Collier,pts_ast,21.5,23.67,23.67,0.592,0.592,,0.1063,over,,,0.1063
2026-08-01 09:36,2026-08-02,Caitlin Clark,pts_reb,24.5,22.78,22.78,0.397,0.397,,0.1052,under,,,0.1052
2026-08-01 09:36,2026-08-02,Gabby Williams,pts_ast,17.5,15.94,15.94,0.387,0.387,,0.1031,under,,,0.1031
2026-08-01 09:36,2026-08-01,Courtney Vandersloot,reb_ast,6.5,6.3,6.3,0.452,0.452,,0.102,under,,,0.102
2026-08-01 09:36,2026-08-02,Napheesa Collier,pra,28.5,30.86,30.86,0.589,0.589,,0.1005,over,,,0.1005
2026-08-01 09:36,2026-08-02,Ariel Atkins,reb_ast,5.5,6.07,6.07,0.548,0.548,,0.0968,over,,,0.0968
2026-08-01 09:36,2026-08-02,Ariel Atkins,assists,2.5,3.03,3.03,0.584,0.584,,0.0671,over,0.0967,over,0.0967
2026-08-01 09:36,2026-08-02,Nneka Ogwumike,threes,1.5,1.35,1.35,0.392,0.392,,0.0952,under,0.0952,under,0.0952
2026-08-01 09:36,2026-08-01,Breanna Stewart,assists,3.5,3.94,3.94,0.558,0.558,,0.0799,over,0.0949,over,0.0949
2026-08-01 09:36,2026-08-02,Paige Bueckers,threes,1.5,1.77,1.77,0.529,0.529,,0.0948,over,0.0578,over,0.0948
2026-08-01 09:36,2026-08-02,Gabby Williams,pra,20.5,18.86,18.86,0.394,0.394,,0.0915,under,,,0.0915
2026-08-01 09:36,2026-08-02,Natasha Howard,pts_ast,15.5,16.63,16.63,0.544,0.544,,0.0884,over,,,0.0884
2026-08-01 09:36,2026-08-02,Paige Bueckers,assists,5.5,6.41,6.41,0.615,0.615,,0.0881,over,0.0809,over,0.0881
2026-08-01 09:36,2026-08-02,Gabby Williams,threes,1.5,1.44,1.44,0.422,0.422,,0.0857,under,0.0857,under,0.0857
2026-08-01 09:36,2026-08-02,Olivia Miles,points,18.5,20.06,20.06,0.563,0.563,,0.0849,over,0.0849,over,0.0849
2026-08-01 09:36,2026-08-02,Nneka Ogwumike,reb_ast,11.5,11.95,11.95,0.529,0.529,,0.0844,over,,,0.0844
2026-08-01 09:36,2026-08-02,Kayla McBride,threes,2.5,3.4,3.4,0.66,0.66,,0.0837,over,0.0582,over,0.0837
