generated_utc,date,player,market,line,mu_base,mu_news,p_over_base,p_over_news,override,ev_cons,side_cons,ev_fd,side_fd,ev_best
2026-07-31 17:43,2026-08-01,Kahleah Copper,threes,1.5,1.48,1.48,0.436,0.436,,0.2964,under,0.3978,under,0.3978
2026-07-31 17:43,2026-08-01,Jackie Young,pts_ast,26.5,23.28,23.28,0.327,0.327,,0.3141,under,,,0.3141
2026-07-31 17:43,2026-07-31,Aliyah Boston,pts_ast,20.5,17.29,17.29,0.306,0.306,,0.297,under,,,0.297
2026-07-31 17:43,2026-07-31,Caitlin Clark,assists,9.5,7.48,7.48,0.242,0.242,,0.2953,under,0.2699,under,0.2953
2026-07-31 17:43,2026-08-01,Jackie Young,pra,30.5,26.84,26.84,0.322,0.322,,0.2951,under,,,0.2951
2026-07-31 17:43,2026-07-31,Aliyah Boston,pra,28.5,24.67,24.67,0.31,0.31,,0.2909,under,,,0.2909
2026-07-31 17:43,2026-08-01,A'ja Wilson,assists,3.5,2.94,2.94,0.362,0.362,,0.2893,under,0.2893,under,0.2893
2026-07-31 17:43,2026-07-31,Jessica Shepard,assists,5.5,5.09,5.09,0.415,0.415,,0.2864,under,-0.0306,under,0.2864
2026-07-31 17:43,2026-07-31,Caitlin Clark,reb_ast,13.5,11.04,11.04,0.26,0.26,,0.2839,under,,,0.2839
2026-07-31 17:43,2026-07-31,Aliyah Boston,points,17.5,14.58,14.58,0.309,0.309,,0.2665,under,0.2665,under,0.2665
2026-07-31 17:43,2026-07-31,Angel Reese,pra,30.5,27.34,27.34,0.343,0.343,,0.2534,under,,,0.2534
2026-07-31 17:43,2026-07-31,Angel Reese,pts_reb,27.5,24.89,24.89,0.361,0.361,,0.247,under,,,0.247
2026-07-31 17:43,2026-07-31,Aliyah Boston,pts_reb,25.5,21.97,21.97,0.313,0.313,,0.2362,under,,,0.2362
2026-07-31 17:43,2026-08-01,Kahleah Copper,points,21.5,18.86,18.86,0.341,0.341,,0.2362,under,0.2362,under,0.2362
2026-07-31 17:43,2026-07-31,Angel Reese,rebounds,11.5,10.55,10.55,0.388,0.388,,0.2233,under,0.2355,under,0.2355
2026-07-31 17:43,2026-08-01,Jackie Young,assists,7.5,5.93,5.93,0.268,0.268,,0.2337,under,0.2337,under,0.2337
2026-07-31 17:43,2026-07-31,Aliyah Boston,reb_ast,11.5,10.09,10.09,0.344,0.344,,0.2319,under,,,0.2319
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,assists,5.5,4.8,4.8,0.368,0.368,,0.2276,under,0.2276,under,0.2276
2026-07-31 17:43,2026-08-01,Jackie Young,reb_ast,11.5,9.49,9.49,0.284,0.284,,0.2266,under,,,0.2266
2026-07-31 17:43,2026-08-01,Jonquel Jones,assists,2.5,3.03,3.03,0.584,0.584,,0.2203,over,0.2262,over,0.2262
2026-07-31 17:43,2026-07-31,Bridget Carleton,rebounds,3.5,4.29,4.29,0.599,0.599,,0.2216,over,0.2216,over,0.2216
2026-07-31 17:43,2026-08-01,Jackie Young,points,19.5,17.35,17.35,0.361,0.361,,0.2206,under,0.2206,under,0.2206
2026-07-31 17:43,2026-08-01,A'ja Wilson,pra,41.5,37.64,37.64,0.336,0.336,,0.2177,under,,,0.2177
2026-07-31 17:43,2026-08-01,Kahleah Copper,pts_reb,25.5,22.54,22.54,0.34,0.34,,0.2097,under,,,0.2097
2026-07-31 17:43,2026-08-01,Kahleah Copper,assists,2.5,1.7,1.7,0.272,0.272,,0.1685,under,0.2063,under,0.2063
2026-07-31 17:43,2026-07-31,Awa Fam,rebounds,5.5,6.8,6.8,0.645,0.645,,0.1919,over,0.1919,over,0.1919
2026-07-31 17:43,2026-07-31,Kiki Iriafen,pra,26.5,24.04,24.04,0.366,0.366,,0.1849,under,,,0.1849
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,pts_ast,25.5,22.92,22.92,0.355,0.355,,0.1827,under,,,0.1827
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,points,19.5,18.12,18.12,0.403,0.403,,0.1159,under,0.182,under,0.182
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,threes,2.5,1.64,1.64,0.228,0.228,,0.1788,under,0.1585,under,0.1788
2026-07-31 17:43,2026-07-31,Angel Reese,points,15.5,14.34,14.34,0.406,0.406,,0.1347,under,0.177,under,0.177
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,rebounds,2.5,2.51,2.51,0.465,0.465,,0.1759,under,,,0.1759
2026-07-31 17:43,2026-07-31,Megan DiLeo,points,14.5,13.11,13.11,0.388,0.388,,0.1689,under,0.1689,under,0.1689
2026-07-31 17:43,2026-07-31,Angel Reese,reb_ast,14.5,13.0,13.0,0.351,0.351,,0.168,under,,,0.168
2026-07-31 17:43,2026-08-01,A'ja Wilson,points,26.5,25.29,25.29,0.425,0.425,,,,0.1654,under,0.1654
2026-07-31 17:43,2026-07-31,Megan DiLeo,threes,1.5,1.5,1.5,0.443,0.443,,0.126,over,0.1615,over,0.1615
2026-07-31 17:43,2026-08-01,A'ja Wilson,pts_ast,30.5,28.23,28.23,0.381,0.381,,0.1577,under,,,0.1577
2026-07-31 17:43,2026-08-01,A'ja Wilson,pts_reb,37.5,34.7,34.7,0.372,0.372,,0.1518,under,,,0.1518
2026-07-31 17:43,2026-08-01,A'ja Wilson,rebounds,10.5,9.4,9.4,0.368,0.368,,0.138,under,0.1504,under,0.1504
2026-07-31 17:43,2026-07-31,Aliyah Boston,rebounds,8.5,7.39,7.39,0.35,0.35,,0.1491,under,0.1202,under,0.1491
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,pra,29.5,27.34,27.34,0.386,0.386,,0.1487,under,,,0.1487
2026-07-31 17:43,2026-07-31,Kiki Iriafen,rebounds,9.5,8.66,8.66,0.39,0.39,,0.1456,under,0.1456,under,0.1456
2026-07-31 17:43,2026-07-31,Kiki Iriafen,pts_reb,24.5,22.62,22.62,0.389,0.389,,0.1417,under,,,0.1417
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,rebounds,2.5,2.68,2.68,0.5,0.5,,,,0.1397,under,0.1397
2026-07-31 17:43,2026-07-31,Rhyne Howard,points,16.5,15.72,15.72,0.431,0.431,,0.096,under,0.1381,under,0.1381
2026-07-31 17:43,2026-07-31,Jordin Canada,rebounds,3.5,3.5,3.5,0.47,0.47,,0.0912,under,0.1336,under,0.1336
2026-07-31 17:43,2026-07-31,Caitlin Clark,pra,33.5,31.14,31.14,0.383,0.383,,0.1304,under,,,0.1304
2026-07-31 17:43,2026-07-31,Jessica Shepard,reb_ast,17.0,16.1,16.1,0.372,0.372,,0.1303,under,,,0.1303
2026-07-31 17:43,2026-08-01,Jackie Young,threes,2.5,1.85,1.85,0.284,0.284,,0.1256,under,0.128,under,0.128
2026-07-31 17:43,2026-07-31,Kiki Iriafen,assists,1.5,1.42,1.42,0.436,0.436,,0.1276,under,,,0.1276
2026-07-31 17:43,2026-07-31,Aliyah Boston,assists,3.5,2.71,2.71,0.313,0.313,,0.1245,under,0.111,under,0.1245
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,reb_ast,9.5,9.22,9.22,0.452,0.452,,0.1235,under,,,0.1235
2026-07-31 17:43,2026-07-31,Bridget Carleton,pts_reb,15.5,17.31,17.31,0.578,0.578,,0.1231,over,,,0.1231
2026-07-31 17:43,2026-07-31,Azzi Fudd,pts_ast,16.5,14.79,14.79,0.375,0.375,,0.1166,under,,,0.1166
2026-07-31 17:43,2026-07-31,Rhyne Howard,pra,25.5,23.3,23.3,0.377,0.377,,0.1142,under,,,0.1142
2026-07-31 17:43,2026-08-01,Jackie Young,rebounds,3.5,3.56,3.56,0.48,0.48,,,,0.1128,under,0.1128
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,points,22.5,24.29,24.29,0.57,0.57,,0.0706,over,0.1084,over,0.1084
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,pra,21.5,23.73,23.73,0.59,0.59,,0.1038,over,,,0.1038
2026-07-31 17:43,2026-08-01,Breanna Stewart,assists,3.5,3.95,3.95,0.56,0.56,,0.0988,over,0.0988,over,0.0988
2026-07-31 17:43,2026-07-31,Bridget Carleton,threes,2.5,2.61,2.61,0.483,0.483,,0.097,over,0.0825,over,0.097
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,pra,23.5,21.69,21.69,0.391,0.391,,0.0959,under,,,0.0959
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,assists,2.5,2.64,2.64,0.502,0.502,,0.0954,under,,,0.0954
2026-07-31 17:43,2026-07-31,Monique Billings,pts_reb,13.5,12.77,12.77,0.428,0.428,,0.0929,under,,,0.0929
2026-07-31 17:43,2026-07-31,Dominique Malonga,rebounds,7.5,8.87,8.87,0.636,0.636,,0.0929,over,0.0651,over,0.0929
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,reb_ast,5.5,4.62,4.62,0.354,0.354,,0.0915,under,,,0.0915
2026-07-31 17:43,2026-08-01,Chelsea Gray,threes,1.5,1.78,1.78,0.53,0.53,,0.0334,under,0.0897,under,0.0897
2026-07-31 17:43,2026-08-01,Breanna Stewart,points,22.5,20.71,20.71,0.388,0.388,,0.0897,under,0.0897,under,0.0897
2026-07-31 17:43,2026-07-31,Rhyne Howard,pts_ast,20.5,19.34,19.34,0.417,0.417,,0.0895,under,,,0.0895
2026-07-31 17:43,2026-07-31,Caitlin Clark,pts_ast,29.5,27.59,27.59,0.395,0.395,,0.0886,under,,,0.0886
2026-07-31 17:43,2026-07-31,Shakira Austin,assists,2.5,2.43,2.43,0.456,0.456,,0.0883,under,,,0.0883
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,pts_reb,24.5,22.54,22.54,0.385,0.385,,0.0873,under,,,0.0873
2026-07-31 17:43,2026-07-31,Azzi Fudd,pra,18.5,16.51,16.51,0.37,0.37,,0.0867,under,,,0.0867
2026-07-31 17:43,2026-07-31,Rhyne Howard,pts_reb,21.5,19.68,19.68,0.386,0.386,,0.0864,under,,,0.0864
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,pts_ast,16.5,18.51,18.51,0.592,0.592,,0.0859,over,,,0.0859
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,pts_reb,18.5,20.44,20.44,0.581,0.581,,0.0854,over,,,0.0854
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,points,13.5,15.22,15.22,0.58,0.58,,0.0852,over,,,0.0852
2026-07-31 17:43,2026-07-31,Sonia Citron,points,16.5,15.29,15.29,0.405,0.405,,0.0636,under,0.0828,under,0.0828
2026-07-31 17:43,2026-07-31,Allisha Gray,pra,25.5,24.85,24.85,0.451,0.451,,0.0826,under,,,0.0826
2026-07-31 17:43,2026-07-31,Carla Leite,rebounds,2.5,2.44,2.44,0.451,0.451,,0.0595,over,0.082,over,0.082
2026-07-31 17:43,2026-08-01,Jonquel Jones,rebounds,8.5,9.14,9.14,0.554,0.554,,0.0807,over,-0.0207,over,0.0807
2026-07-31 17:43,2026-07-31,Jessica Shepard,rebounds,11.5,11.01,11.01,0.436,0.436,,0.077,under,,,0.077
2026-07-31 17:43,2026-07-31,Kiki Iriafen,points,14.5,13.96,13.96,0.441,0.441,,0.0713,under,0.076,under,0.076
2026-07-31 17:43,2026-08-01,Sydney Taylor,threes,2.5,2.37,2.37,0.424,0.424,,-0.0299,over,0.076,over,0.076
2026-07-31 17:43,2026-07-31,Monique Billings,points,8.5,7.58,7.58,0.392,0.392,,0.075,under,,,0.075
2026-07-31 17:43,2026-07-31,Paige Bueckers,points,20.5,19.36,19.36,0.418,0.418,,0.0746,under,0.0746,under,0.0746
2026-07-31 17:43,2026-08-01,Alyssa Thomas,assists,8.5,9.12,9.12,0.562,0.562,,0.0731,over,0.0552,over,0.0731
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,points,15.5,14.51,14.51,0.416,0.416,,0.0707,under,,,0.0707
2026-07-31 17:43,2026-07-31,Dominique Malonga,assists,1.5,1.69,1.69,0.514,0.514,,0.069,under,,,0.069
2026-07-31 17:43,2026-07-31,Allisha Gray,pts_ast,22.5,21.54,21.54,0.431,0.431,,0.0673,under,,,0.0673
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,pts_reb,24.5,26.23,26.23,0.564,0.564,,0.0634,over,,,0.0634
2026-07-31 17:43,2026-07-31,Sonia Citron,pts_reb,19.5,18.62,18.62,0.431,0.431,,0.0633,under,,,0.0633
2026-07-31 17:43,2026-07-31,Paige Bueckers,pts_reb,24.5,23.24,23.24,0.42,0.42,,0.0632,under,,,0.0632
2026-07-31 17:43,2026-08-01,Chelsea Gray,assists,6.5,7.09,7.09,0.566,0.566,,0.026,over,0.0623,over,0.0623
2026-07-31 17:43,2026-07-31,Caitlin Clark,rebounds,4.5,3.56,3.56,0.32,0.32,,,,0.0623,under,0.0623
2026-07-31 17:43,2026-07-31,Paige Bueckers,pra,30.5,29.35,29.35,0.432,0.432,,0.0611,under,,,0.0611
2026-07-31 17:43,2026-07-31,Shakira Austin,rebounds,9.5,9.61,9.61,0.495,0.495,,-0.0244,over,0.0593,over,0.0593
2026-07-31 17:43,2026-07-31,Bridget Carleton,reb_ast,5.5,6.64,6.64,0.618,0.618,,0.0593,over,,,0.0593
2026-07-31 17:43,2026-08-01,Natasha Cloud,assists,4.5,5.09,5.09,0.576,0.576,,0.0363,over,0.0555,over,0.0555
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,reb_ast,7.5,8.51,8.51,0.594,0.594,,0.0549,over,,,0.0549
2026-07-31 17:43,2026-07-31,Awak Kuier,points,4.5,4.78,4.78,0.473,0.473,,0.0533,under,,,0.0533
2026-07-31 17:43,2026-08-01,Kamilla Cardoso,rebounds,7.5,7.97,7.97,0.538,0.538,,0.0495,over,0.0091,over,0.0495
2026-07-31 17:43,2026-07-31,Dominique Malonga,reb_ast,9.5,10.56,10.56,0.592,0.592,,0.0475,over,,,0.0475
2026-07-31 17:43,2026-07-31,Rhyne Howard,reb_ast,7.5,7.58,7.58,0.489,0.489,,0.0468,under,,,0.0468
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,assists,2.5,1.94,1.94,0.334,0.334,,0.0462,under,,,0.0462
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,reb_ast,7.5,7.18,7.18,0.441,0.441,,0.0457,under,,,0.0457
2026-07-31 17:43,2026-08-01,Breanna Stewart,threes,0.5,1.03,1.03,0.644,0.644,,0.0455,under,0.0455,under,0.0455
2026-07-31 17:43,2026-07-31,Jordin Canada,points,11.5,12.41,12.41,0.533,0.533,,0.04,over,0.0449,over,0.0449
2026-07-31 17:43,2026-07-31,Arike Ogunbowale,threes,1.5,1.79,1.79,0.534,0.534,,0.035,under,0.0443,under,0.0443
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,threes,2.5,3.23,3.23,0.626,0.626,,0.0436,over,0.0033,over,0.0436
2026-07-31 17:43,2026-08-01,Chelsea Gray,rebounds,2.5,2.97,2.97,0.554,0.554,,-0.0415,under,0.0432,under,0.0432
2026-07-31 17:43,2026-07-31,Megan DiLeo,rebounds,3.5,3.86,3.86,0.531,0.531,,,,0.041,under,0.041
2026-07-31 17:43,2026-07-31,Allisha Gray,points,19.5,19.07,19.07,0.456,0.456,,0.0389,under,0.0216,under,0.0389
2026-07-31 17:43,2026-07-31,Emily Engstler,points,8.5,9.0,9.0,0.504,0.504,,0.0382,over,,,0.0382
2026-07-31 17:43,2026-07-31,Monique Billings,rebounds,5.5,5.19,5.19,0.433,0.433,,0.0359,under,,,0.0359
2026-07-31 17:43,2026-07-31,Allisha Gray,pts_reb,23.5,22.37,22.37,0.425,0.425,,0.0351,under,,,0.0351
2026-07-31 17:43,2026-07-31,Caitlin Clark,threes,2.5,2.93,2.93,0.56,0.56,,0.0343,over,0.0187,over,0.0343
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,pra,14.5,14.08,14.08,0.448,0.448,,0.0318,under,,,0.0318
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,rebounds,4.5,5.22,5.22,0.581,0.581,,0.0305,over,,,0.0305
2026-07-31 17:43,2026-07-31,Aliyah Boston,threes,1.5,0.96,0.96,0.249,0.249,,0.0289,under,0.0289,under,0.0289
2026-07-31 17:43,2026-07-31,Sonia Citron,rebounds,3.5,3.33,3.33,0.44,0.44,,0.0226,under,0.0265,under,0.0265
2026-07-31 17:43,2026-08-01,Jonquel Jones,points,13.5,13.54,13.54,0.477,0.477,,0.0264,under,0.0264,under,0.0264
2026-07-31 17:43,2026-08-01,Breanna Stewart,pra,34.5,33.06,33.06,0.424,0.424,,0.0259,under,,,0.0259
2026-07-31 17:43,2026-07-31,Paige Bueckers,threes,1.5,1.7,1.7,0.507,0.507,,0.0242,over,0.0242,over,0.0242
2026-07-31 17:43,2026-08-01,A'ja Wilson,threes,0.5,0.95,0.95,0.613,0.613,,,,0.0224,under,0.0224
2026-07-31 17:43,2026-07-31,Paige Bueckers,pts_ast,26.5,25.46,25.46,0.433,0.433,,0.0215,under,,,0.0215
2026-07-31 17:43,2026-07-31,Dominique Malonga,pts_ast,17.5,17.08,17.08,0.454,0.454,,0.021,under,,,0.021
2026-07-31 17:43,2026-08-01,Sydney Taylor,points,16.5,17.06,17.06,0.51,0.51,,0.02,over,0.02,over,0.02
2026-07-31 17:43,2026-07-31,Sonia Citron,reb_ast,7.5,7.04,7.04,0.424,0.424,,0.0196,under,,,0.0196
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,threes,1.5,1.47,1.47,0.432,0.432,,0.0145,over,0.0188,over,0.0188
2026-07-31 17:43,2026-08-01,Kahleah Copper,rebounds,3.5,3.68,3.68,0.501,0.501,,0.0173,under,0.0173,under,0.0173
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,assists,2.5,3.29,3.29,0.633,0.633,,0.0172,over,,,0.0172
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,pra,27.5,28.87,28.87,0.546,0.546,,0.0162,over,,,0.0162
2026-07-31 17:43,2026-07-31,Lauren Betts,pts_reb,9.5,10.77,10.77,0.552,0.552,,0.0155,over,,,0.0155
2026-07-31 17:43,2026-07-31,Jordin Canada,threes,0.5,0.7,0.7,0.505,0.505,,0.0154,under,,,0.0154
2026-07-31 17:43,2026-07-31,Lauren Betts,rebounds,3.5,3.68,3.68,0.501,0.501,,0.013,over,,,0.013
2026-07-31 17:43,2026-07-31,Rhyne Howard,threes,2.5,2.87,2.87,0.548,0.548,,-0.001,under,0.0126,under,0.0126
2026-07-31 17:43,2026-07-31,Jordin Canada,pts_ast,19.5,20.87,20.87,0.554,0.554,,0.0116,over,,,0.0116
2026-07-31 17:43,2026-07-31,Carla Leite,assists,5.5,6.28,6.28,0.596,0.596,,0.0102,over,0.0102,over,0.0102
2026-07-31 17:43,2026-07-31,Jordin Canada,assists,8.5,8.46,8.46,0.481,0.481,,-0.0143,over,0.0097,over,0.0097
2026-07-31 17:43,2026-07-31,Allisha Gray,threes,1.5,2.07,2.07,0.612,0.612,,0.0095,over,-0.0005,over,0.0095
2026-07-31 17:43,2026-07-31,Caitlin Clark,pts_reb,24.5,23.66,23.66,0.44,0.44,,0.0071,under,,,0.0071
2026-07-31 17:43,2026-08-01,Natasha Cloud,reb_ast,7.5,8.27,8.27,0.568,0.568,,0.0057,over,,,0.0057
2026-07-31 17:43,2026-07-31,Paige Bueckers,assists,5.5,6.1,6.1,0.572,0.572,,0.0053,over,-0.0135,over,0.0053
2026-07-31 17:43,2026-08-01,Chelsea Gray,pts_ast,19.5,20.27,20.27,0.522,0.522,,0.0053,over,,,0.0053
2026-07-31 17:43,2026-07-31,Allisha Gray,assists,2.5,2.47,2.47,0.465,0.465,,0.0045,under,0.0045,under,0.0045
2026-07-31 17:43,2026-08-01,Natasha Cloud,threes,1.5,1.26,1.26,0.361,0.361,,0.0028,over,0.0028,over,0.0028
2026-07-31 17:43,2026-07-31,Allisha Gray,reb_ast,5.5,5.78,5.78,0.511,0.511,,0.0027,under,,,0.0027
2026-07-31 17:43,2026-07-31,Michaela Onyenwere,pts_ast,11.5,11.39,11.39,0.464,0.464,,0.0021,under,,,0.0021
2026-07-31 17:43,2026-08-01,Kamilla Cardoso,points,13.5,13.91,13.91,0.501,0.501,,0.001,over,-0.038,under,0.001
2026-07-31 17:43,2026-07-31,Georgia Amoore,pra,11.5,11.61,11.61,0.475,0.475,,-0.0012,under,,,-0.0012
2026-07-31 17:43,2026-07-31,Emily Engstler,rebounds,5.5,5.36,5.36,0.457,0.457,,-0.058,over,-0.0031,over,-0.0031
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,rebounds,4.5,4.42,4.42,0.461,0.461,,-0.0541,over,-0.0033,over,-0.0033
2026-07-31 17:43,2026-07-31,Carla Leite,reb_ast,8.5,8.72,8.72,0.505,0.505,,-0.0039,over,,,-0.0039
2026-07-31 17:43,2026-07-31,Dominique Malonga,points,15.5,15.39,15.39,0.47,0.47,,-0.0084,under,-0.0043,under,-0.0043
2026-07-31 17:43,2026-07-31,Rhyne Howard,rebounds,4.5,3.96,3.96,0.387,0.387,,-0.0047,under,-0.0047,under,-0.0047
2026-07-31 17:43,2026-07-31,Jordin Canada,reb_ast,12.5,11.96,11.96,0.434,0.434,,-0.0049,under,,,-0.0049
2026-07-31 17:43,2026-07-31,Awa Fam,points,11.5,11.03,11.03,0.439,0.439,,-0.007,under,-0.0135,under,-0.007
2026-07-31 17:43,2026-08-01,Chelsea Gray,points,12.5,13.18,13.18,0.517,0.517,,-0.008,over,-0.0289,over,-0.008
2026-07-31 17:43,2026-07-31,Natisha Hiedeman,assists,4.5,4.66,4.66,0.508,0.508,,-0.0092,over,,,-0.0092
2026-07-31 17:43,2026-07-31,Sonia Citron,assists,3.5,3.7,3.7,0.515,0.515,,-0.0158,under,-0.011,under,-0.011
2026-07-31 17:43,2026-07-31,Carla Leite,threes,0.5,0.73,0.73,0.518,0.518,,-0.011,under,,,-0.011
2026-07-31 17:43,2026-07-31,Carla Leite,points,15.5,15.24,15.24,0.461,0.461,,-0.0113,under,-0.0113,under,-0.0113
2026-07-31 17:43,2026-07-31,Awak Kuier,pts_reb,8.5,7.87,7.87,0.415,0.415,,-0.012,under,,,-0.012
2026-07-31 17:43,2026-08-01,Jonquel Jones,threes,1.5,1.82,1.82,0.543,0.543,,-0.0125,over,-0.0125,over,-0.0125
2026-07-31 17:43,2026-08-01,Jonquel Jones,pts_ast,16.5,16.57,16.57,0.481,0.481,,-0.0129,over,,,-0.0129
2026-07-31 17:43,2026-07-31,Kelsey Mitchell,pts_ast,25.5,26.93,26.93,0.552,0.552,,-0.0133,over,,,-0.0133
2026-07-31 17:43,2026-07-31,Azzi Fudd,threes,2.5,2.23,2.23,0.385,0.385,,-0.0147,under,-0.0147,under,-0.0147
2026-07-31 17:43,2026-07-31,Georgia Amoore,assists,3.5,3.5,3.5,0.475,0.475,,-0.019,under,-0.015,under,-0.015
2026-07-31 17:43,2026-07-31,Georgia Amoore,pts_ast,10.5,10.27,10.27,0.453,0.453,,-0.0153,under,,,-0.0153
2026-07-31 17:43,2026-07-31,Sophie Cunningham,threes,1.5,1.8,1.8,0.537,0.537,,-0.0154,over,,,-0.0154
2026-07-31 17:43,2026-07-31,Awa Fam,assists,2.5,2.36,2.36,0.437,0.437,,-0.0161,over,,,-0.0161
2026-07-31 17:43,2026-07-31,Rhyne Howard,assists,3.5,3.62,3.62,0.5,0.5,,-0.019,under,-0.0368,under,-0.019
2026-07-31 17:43,2026-07-31,Allisha Gray,rebounds,3.5,3.3,3.3,0.435,0.435,,-0.031,under,-0.0191,under,-0.0191
2026-07-31 17:43,2026-07-31,Jordin Canada,pra,23.5,24.37,24.37,0.524,0.524,,-0.021,over,,,-0.021
2026-07-31 17:43,2026-07-31,Awa Fam,pts_ast,13.5,13.38,13.38,0.467,0.467,,-0.0224,under,,,-0.0224
2026-07-31 17:43,2026-07-31,Awa Fam,threes,1.5,1.63,1.63,0.484,0.484,,-0.0225,over,-0.0225,over,-0.0225
2026-07-31 17:43,2026-07-31,Shakira Austin,points,15.5,16.0,16.0,0.506,0.506,,-0.0364,under,-0.0226,under,-0.0226
2026-07-31 17:43,2026-07-31,Sonia Citron,threes,1.5,1.18,1.18,0.328,0.328,,-0.023,under,-0.023,under,-0.023
2026-07-31 17:43,2026-07-31,Arike Ogunbowale,rebounds,2.5,3.02,3.02,0.565,0.565,,-0.0233,over,,,-0.0233
2026-07-31 17:43,2026-07-31,Awa Fam,pts_reb,17.5,17.83,17.83,0.495,0.495,,-0.0237,over,,,-0.0237
2026-07-31 17:43,2026-08-01,Alyssa Thomas,pra,31.5,31.84,31.84,0.499,0.499,,-0.0256,over,,,-0.0256
2026-07-31 17:43,2026-07-31,Awa Fam,pra,19.5,20.19,20.19,0.514,0.514,,-0.0264,over,,,-0.0264
2026-07-31 17:43,2026-07-31,Paige Bueckers,reb_ast,10.5,9.99,9.99,0.431,0.431,,-0.0271,under,,,-0.0271
2026-07-31 17:43,2026-07-31,Angel Reese,assists,2.5,2.45,2.45,0.46,0.46,,-0.0272,under,-0.0438,under,-0.0272
2026-07-31 17:43,2026-07-31,Flau'jae Johnson,threes,1.5,1.33,1.33,0.384,0.384,,-0.0298,under,-0.0298,under,-0.0298
2026-07-31 17:43,2026-07-31,Georgia Amoore,points,6.5,6.77,6.77,0.482,0.482,,-0.0315,under,-0.043,under,-0.0315
2026-07-31 17:43,2026-08-01,Sabrina Ionescu,threes,2.5,2.64,2.64,0.493,0.493,,-0.0315,under,-0.0315,under,-0.0315
2026-07-31 17:43,2026-08-01,Natasha Cloud,pra,17.5,18.25,18.25,0.518,0.518,,-0.0323,over,,,-0.0323
2026-07-31 17:43,2026-07-31,Bridget Carleton,assists,2.5,2.35,2.35,0.436,0.436,,-0.0325,under,,,-0.0325
2026-07-31 17:43,2026-08-01,Chelsea Gray,pra,22.5,23.24,23.24,0.517,0.517,,-0.0331,over,,,-0.0331
2026-07-31 17:43,2026-07-31,Jade Melbourne,points,7.5,7.93,7.93,0.497,0.497,,-0.0339,over,,,-0.0339
2026-07-31 17:43,2026-07-31,Arike Ogunbowale,pts_reb,17.5,18.22,18.22,0.517,0.517,,-0.0341,over,,,-0.0341
2026-07-31 17:43,2026-08-01,Jonquel Jones,pra,24.5,25.71,25.71,0.539,0.539,,-0.0358,over,,,-0.0358
2026-07-31 17:43,2026-08-01,Alyssa Thomas,points,14.5,15.05,15.05,0.509,0.509,,-0.037,under,-0.037,under,-0.037
2026-07-31 17:43,2026-08-01,Jewell Loyd,threes,1.5,2.06,2.06,0.61,0.61,,,,-0.0392,over,-0.0392
2026-07-31 17:43,2026-07-31,Brionna Jones,pts_reb,17.5,17.5,17.5,0.477,0.477,,-0.0409,under,,,-0.0409
2026-07-31 17:43,2026-07-31,Carla Leite,pts_reb,17.5,17.68,17.68,0.487,0.487,,-0.0415,under,,,-0.0415
2026-07-31 17:43,2026-07-31,Carla Leite,pts_ast,21.5,21.52,21.52,0.482,0.482,,-0.0428,under,,,-0.0428
2026-07-31 17:43,2026-07-31,Caitlin Clark,points,19.5,20.1,20.1,0.512,0.512,,-0.0474,under,-0.0429,under,-0.0429
2026-07-31 17:43,2026-07-31,Bridget Carleton,points,12.5,13.02,13.02,0.507,0.507,,-0.0553,over,-0.0437,over,-0.0437
2026-07-31 17:43,2026-08-01,Jonquel Jones,pts_reb,22.5,22.68,22.68,0.49,0.49,,-0.0456,under,,,-0.0456
2026-07-31 17:43,2026-08-01,Kamilla Cardoso,pts_reb,21.5,21.89,21.89,0.5,0.5,,-0.0458,over,,,-0.0458
2026-07-31 17:43,2026-07-31,Arike Ogunbowale,pra,21.5,21.51,21.51,0.48,0.48,,-0.0471,under,,,-0.0471
